name,horse_id,father,father_id,mother,mother_id,grand_father_1,grand_father_1_id,grand_father_2,grand_father_2_id,grand_mother_1,grand_mother_1_id,grand_mother_2,grand_mother_2_id
レジェンドシップ,2020103910,ゴールドシップ,2009102739,タニノハイクレア,2004104861,ステイゴールド,1994108729,クロフネ,1998110135,ポイントフラッグ,1998106155,インヴァイトInvite(愛),000a00019e
ディアマイサン,2020102570,ハービンジャーHarbinger(英),000a011996,ディアマイダーリン,2012103979,Dansili,000a010a5f,ハーツクライ,2001103038,PenangPearl,000a011903,オネストリーダーリンHonestlyDarling(米),000a010e86
エスポワールミノル,2017104082,ケープブランコCapeBlanco(英),000a011b06,マイプラーナ,2006101516,Galileo(愛),000a00232b,マンハッタンカフェ,1998101554,LaurelDelight,000a012302,チェリーコウマン,1989106812
スティーロポリス,2020103619,リアルスティール,2012104889,マザーウェル,2007105620,ディープインパクト,2002100816,シンボリクリスエス,1999110099,ラヴズオンリーミーLovesOnlyMe(米),000a01179f,シンコウラブリイ,1989108586
バンドマスター,2020103519,バンドワゴン,2011104010,ハッピーテレサ,2011103752,ホワイトマズルWhiteMuzzle(英),1990109700,フジキセキ,1992109618,ピラミマ,2005110048,アドマイヤテレサ,2000101626
メイショウホタルビ,2018105853,ナムラタイタン,2006101408,メジロミシェル,2007102574,サウスヴィグラス,1996110138,アグネスタキオン,1998101516,ネクストタイム,1995100850,コロンバイトColumbite(英),000a006740
モズタンジロウ,2019103776,エイシンヒカリ,2011101273,モズハツコイ,2011103111,ディープインパクト,2002100816,クロフネ,1998110135,キャタリナ,000a00b4d3,クールアンフルール,2006100304
スマイルスルー,2020103446,ルーラーシップ,2007103143,スマイルシャワー,2011103871,キングカメハメハ,2001103460,シンボリクリスエス,1999110099,エアグルーヴ,1993109154,サンデースマイルIISundaySmile(英),000a01165a
キミノナハマリア,2020102873,ハービンジャーHarbinger(英),000a011996,シャドウマリア,2014105625,Dansili,000a010a5f,ヴィクトワールピサ,2007102923,PenangPearl,000a011903,パールシャドウ,2006103035
プラチナムレイアー,2018103503,マツリダゴッホ,2003104570,スノークラフト,2009103322,サンデーサイレンスSundaySilence(米),000a00033a,アグネスデジタル,1997110025,ペイパーレインPaperRain(米),000a00679d,スノースタイル,1999100117
ジェットエンブレム,2018100886,ヘニーヒューズHennyHughes(米),000a011155,アイアムネオ,2006102889,ヘネシーHennessy(米),000a000178,ネオユニヴァース,2000101426,MeadowFlyer,000a01117d,イクスペクトトゥシャイン(米),000a006778
ラヴケリー,2018101514,カレンブラックヒル,2009106230,ダームドゥラック,2009101577,ダイワメジャー,2001103114,シンボリクリスエス,1999110099,チャールストンハーバーCharlestonHarbor(米),000a00fe53,フェアリーテールタイムFairyTailTime(米),000a006817
メイショウクリフト,2019104260,シルバーステート,2013105903,メイショウレクセラ,2013103754,ディープインパクト,2002100816,キングカメハメハ,2001103460,シルヴァースカヤSilverskaya(米),000a0117fe,ダンシングハピネス,1999101934
アランチャータ,2019103064,リーチザクラウン,2006102923,ライムスカッシュ,2012104448,スペシャルウィーク,1995103211,キングカメハメハ,2001103460,クラウンピース,1997103429,ライムキャンディ,2005102403
セントメモリーズ,2021104894,エピファネイア,2010104155,ネオフレグランス,2014105942,シンボリクリスエス,1999110099,ネオユニヴァース,2000101426,シーザリオ,2002100844,シャンスイ,2005102148
キャプテンネキ,2021101523,ダイワメジャー,2001103114,キャプテンガール,2010109015,サンデーサイレンスSundaySilence(米),000a00033a,キャプテンスティーヴCaptainSteve(米),000a000d9d,スカーレットブーケ,1988107320,ツーツーエイプリル,2004107118
ワイドラトゥール,2021104434,カリフォルニアクロームCaliforniaChrome(米),000a012602,ワイドサファイア,2006102921,LuckyPulpit,000a012604,アグネスタキオン,1998101516,LovetheChase,000a012608,クイーンソネット,1992109437
シュークリーム,2021104404,ファインニードル,2013100612,スポークスウーマンSpokeswoman(愛),000a012805,アドマイヤムーン,2003102991,InvincibleSpirit(愛),000a01056d,ニードルクラフトNeedlecraft(愛),000a011cf7,Devil'sImp,000a0127a3
レディーエンジェル,2021103289,リオンディーズ,2013105915,ルーシーブライド,2010104689,キングカメハメハ,2001103460,ブライアンズタイムBrian'sTime(米),000a000082,シーザリオ,2002100844,フューチャハッピー,1997100411
キャンシーエンゼル,2021106615,バゴBago(仏),2001190004,ヴォルドニュイ,2010110070,Nashwan,000a001ce7,SkyMesa,000a010a66,Moonlight'sBox,000a010527,PlayBallado,000a011d41
フランコイメル,2018105790,ベルシャザール,2008103004,ケンコウランハート,2004104264,キングカメハメハ,2001103460,タニノギムレット,1999100226,マルカキャンディ,1996107183,ブレーヴユアハート,1996110109
ロンズデーライト,2018105129,ディープインパクト,2002100816,ダストアンドダイヤモンズDustandDiamonds(米),000a0137a4,サンデーサイレンスSundaySilence(米),000a00033a,Vindication,000a010544,ウインドインハーヘアWindinHerHair(愛),000a0003a2,Majestically,000a013754
ラキャラントシス,2017104345,ダイワメジャー,2001103114,スプレンダー,2011100589,サンデーサイレンスSundaySilence(米),000a00033a,ファンタスティックライトFantasticLight(米),1996190005,スカーレットブーケ,1988107320,ブロードチョイスBroadChoice(米),000a0116ef
グランドブレーカー,2021104799,ハービンジャーHarbinger(英),000a011996,リュートフルシティ,2005102084,Dansili,000a010a5f,ウォーエンブレムWarEmblem(米),000a00fa35,PenangPearl,000a011903,クリックヒア,1999106690
フライツァイト,2021105617,エピファネイア,2010104155,スマイルミーティア,2012104633,シンボリクリスエス,1999110099,チチカステナンゴChichicastenango(仏),000a011135,シーザリオ,2002100844,サンデースマイルIISundaySmile(英),000a01165a
ヒロインコール,2021103817,モーニン,2012110091,アインライツ,2001103971,ヘニーヒューズHennyHughes(米),000a011155,ティンバーカントリーTimberCountry(米),000a00035e,Giggly,000a011f24,セレクトレモン,1991103735
ペイシャローズ,2021102518,ファインニードル,2013100612,セイントローズバド,2011102976,アドマイヤムーン,2003102991,タイキシャトル,1994109686,ニードルクラフトNeedlecraft(愛),000a011cf7,セイントリーフ,1998105285
アマゾネス,2021104447,マジェスティックウォリアーMajesticWarrior(米),000a011e9c,バルベーラ,2014103208,A.P.Indy,000a001d37,ルーラーシップ,2007103143,DreamSupreme,000a011eae,ジュリエットソング,2009100447
ジュンパワフル,2021105368,ニューイヤーズデイ,000a014589,アドマイヤマリン,2007103338,StreetCry(愛),000a0103ba,クロフネ,1998110135,Justwhistledixie,000a014588,ベルベットローブ,2000110191
チアフルヴォイス,2021101634,タリスマニックTalismanic(英),000a013425,エグジラレーション,2016103337,Medagliad'Oro,000a010a65,ディープインパクト,2002100816,MagicMission,000a013424,ヒントオブスプリングHintofSpring(英),000a0116cd
ジェットラン,2021106348,ミッキーロケット,2013106099,メイユーブルーム,2005102650,キングカメハメハ,2001103460,ダンスインザダーク,1993109188,マネーキャントバイミーラヴMoneycantbuymelove(愛),000a011a65,フローラルグリーン,1998105795
リメンバーメモリー,2017104888,キズナ,2010105827,フィオドラFeodora(独),000a012e7f,ディープインパクト,2002100816,LordofEngland,000a0122be,キャットクイルCatequil(加),000a00646f,ForeverNice,000a012dc4
ゼンカイテン,2019102922,ザファクター,000a0130d0,クールユリア,2009102597,WarFront,000a011d00,ケイムホームCameHome(米),000a0108d1,Greyciousness,000a0130e4,レディピーチ,1995108786
ユーベルント,2018102226,ルーラーシップ,2007103143,ストームイメージ,2001102785,キングカメハメハ,2001103460,ダンスインザダーク,1993109188,エアグルーヴ,1993109154,スーパードレス,1994109505
シゲルヒラトリ,2018102247,アジアエクスプレス,2011110091,シーアクトレス,2008105035,ヘニーヒューズHennyHughes(米),000a011155,ネオユニヴァース,2000101426,ランニングボブキャッツ,000a0121b7,パシアン,1992103847
タガノチョコラータ,2020105533,アメリカンペイトリオット,000a013bba,スペシャルディナー,2005107041,WarFront,000a011d00,スペシャルウィーク,1995103211,LifeWellLived,000a013bb9,ソフトパインSoftPine(米),000a0066df
ピンポイントドロー,2020103003,レッドファルクス,2011104416,ピリカクル,2015104490,スウェプトオーヴァーボードSweptOverboard(米),000a00fa34,オルフェーヴル,2008102636,ベルモット,1997103531,Pirika(愛),000a0122a8
レベランス,2018104917,ハービンジャーHarbinger(英),000a011996,アンレール,2010104270,Dansili,000a010a5f,ディープインパクト,2002100816,PenangPearl,000a011903,フレンチバレリーナ,2003102937
ウヌボレヤサン,2021104052,ダノンレジェンド,2010110102,サクラヴァニータ,2001104173,MachoUno(米),000a010d0c,サクラローレル,1991103498,マイグッドネス,000a011dc6,サクラヒラメキ,1987107252
ケイツーレオン,2021100202,ビーチパトロールBeachPatrol(米),000a0141f9,レディピアレス,2004103146,LemonDropKid,000a0022d0,PointGiven,000a00fdbd,BashfulBertie,000a0141f8,オウリエットAuriette(愛),000a000815
ツクバアプローズ,2021100211,リアルインパクト,2008103244,ハーランズロマン,2012110120,ディープインパクト,2002100816,Harlan'sHoliday,000a010cdf,トキオリアリティー,1994109536,Swinging,000a0126b7
ナムラドーギー,2021104267,サトノアレス,2014105493,ナムラエメラルド,2008100057,ディープインパクト,2002100816,ファンタスティックライトFantasticLight(米),1996190005,サトノアマゾネス,2004110250,ナムラキャサリン,2000101736
ブラックジョワ,2021105343,サトノアラジン,2011104063,ファニーママ,2006102546,ディープインパクト,2002100816,ロサード,1996107429,マジックストームMagicStorm(米),000a01116e,デルマローズ,1996102465
チョコレートミルク,2019103960,マクフィ,000a011c77,アイハヴアジョイ,2014106349,Dubawi,000a0115e2,アイルハヴアナザーI'llHaveAnother(米),000a011ed3,Dhelaal,000a011c7c,ジョイオブフライトJoyofFlight(米),000a0066cd
ベルウッドウズメ,2019109138,ケイムホームCameHome(米),000a0108d1,コチョウサン,2011102006,GoneWest,000a001be1,クロフネ,1998110135,NiceAssay,000a00aa3b,ファインセイコー,2001103367
セントレア,2019105386,ハーツクライ,2001103038,フォンタネリーチェFontanelice(愛),000a012e2c,サンデーサイレンスSundaySilence(米),000a00033a,ValeofYork,000a012e08,アイリッシュダンス,1990104626,ChooseMePlease,000a012e0c
メイショウクーガー,2020106205,メイショウボーラー,2001100650,メイショウゴウヒメ,2008101553,タイキシャトル,1994109686,ジャングルポケット,1998101786,ナイスレイズNiceRaise(米),000a0066da,メイショウフクヒメ,1999102020
セレクティオ,2020100987,ジャスタウェイ,2009106461,キーポケット,2004103821,ハーツクライ,2001103038,デヒアDehere(米),000a0000df,シビル,1999106889,ターフメビュース,1993103858
ヒルノデプラーツ,2019106573,サトノアラジン,2011104063,アラピンタAlapinta(英),000a013e35,ディープインパクト,2002100816,Medicean,000a010a19,マジックストームMagicStorm(米),000a01116e,Altruiste,000a013df6
コトブキヘスペラス,2020100209,ハーツクライ,2001103038,エーシンベロシティ,2005110019,サンデーサイレンスSundaySilence(米),000a00033a,LemonDropKid,000a0022d0,アイリッシュダンス,1990104626,バーモントガール,1997110163
ヨコスカダンディー,2016100652,ジャングルポケット,1998101786,ダイワフェズブルー,2007102860,トニービンTonyBin(愛),1983109006,ネオユニヴァース,2000101426,ダンスチャーマーDanceCharmer(米),000a00657c,ノンストップレディ,1990104645
カゲマル,2020106458,ヘニーヒューズHennyHughes(米),000a011155,シエルルージュCielRouge(仏),000a011a95,ヘネシーHennessy(米),000a000178,RedRansom,000a001c68,MeadowFlyer,000a01117d,Raisonnable,000a011a20
ゴイゴイスー,2018103388,ホッコータルマエ,2009100921,ミヤジガンバレ,2009101361,キングカメハメハ,2001103460,ファスリエフFasliyev(米),000a00fc4c,マダムチェロキー,2001105650,ミヤジプロスパー,1995106432
ハローメリールー,2019101273,コパノリッキー,2010106548,ビーラヴリー,2008110081,ゴールドアリュール,1999106689,ヨハネスブルグJohannesburg(米),000a0103b9,コパノニキータ,2001107110,SuperbinRoses,000a01183d
イミュータブル,2020104346,バゴBago(仏),2001190004,ラハイナIILaHaina(智),000a0123d4,Nashwan,000a001ce7,Milt'sOverture,000a012301,Moonlight'sBox,000a010527,LadyFrontier,000a01230a
キーフェイス,2016100484,エスポワールシチー,2005102837,キーレター,2003104182,ゴールドアリュール,1999106689,リンドシェーバー,1988107894,エミネントシチー,1998106179,アグネスフェルティ,1985103849
ウィステリアリヴァ,2020104708,ロゴタイプ,2010103783,クルールヴィオラ,2007102093,ローエングリン,1999106738,プリサイスエンドPreciseEnd(米),000a00fe9b,ステレオタイプ,2002100573,ナナヨーストーム,1993106936
フラリオナ,2018104825,ストロングリターン,2006102934,ラカ,2010103816,シンボリクリスエス,1999110099,キングカメハメハ,2001103460,コートアウトCaughtOut(米),000a0105bc,ダンスパートナー,1992109549
ホーリーエンブレム,2019105469,ロードカナロア,2008103552,メジャーエンブレム,2013105840,キングカメハメハ,2001103460,ダイワメジャー,2001103114,レディブラッサム,1996107173,キャッチータイトル,2003102900
アイスランドポピー,2019105120,エピファネイア,2010104155,オリエンタルポピー,2011103981,シンボリクリスエス,1999110099,キングカメハメハ,2001103460,シーザリオ,2002100844,トールポピー,2005102453
キヨラ,2018106352,エピファネイア,2010104155,テンイムホウ,2002102852,シンボリクリスエス,1999110099,ラムタラLammtarra(米),000a0001d4,シーザリオ,2002100844,ラッキーダイアリー,1990104554
ハッスルダンク,2020104632,ダンカークDunkirk(米),000a012185,カジノスマイル,2013103888,Unbridled'sSong(米),000a002071,カジノドライヴ,2005110112,SecretStatus,000a0121a5,コンペリングリーズンCompellingReason(米),000a0112b1
ヤマニンエンディマ,2020105603,サトノダイヤモンド,2013106101,ヤマニンリップル,2008104793,ディープインパクト,2002100816,スペシャルウィーク,1995103211,マルペンサMalpensa(亜),000a011cdc,ヤマニンプラシード,1996101581
サラフィエル,2019101464,ヤマニンセラフィム,1999104188,ティフィン,2006103170,サンデーサイレンスSundaySilence(米),000a00033a,トワイニングTwining(米),000a000006,ヤマニンパラダイス,1992110101,エラティスElatis(米),000a0064f2
シゲルショウグン,2020101694,モーリス,2011100655,ペニーブラック,2008103182,スクリーンヒーロー,2004103328,Redoute'sChoice,000a00fe93,メジロフランシス,2001102948,ジェイズミラクル,1996107295
レジェーロ,2017101765,キズナ,2010105827,ロックフェアレディ,2008104765,ディープインパクト,2002100816,ロックオブジブラルタル,000a00fd4c,キャットクイルCatequil(加),000a00646f,タイムフェアレディ,1998100647
マイヨアポア,2018101728,リオンディーズ,2013105915,エバーローズ,2009104752,キングカメハメハ,2001103460,ウインクリューガー,2000107407,シーザリオ,2002100844,クレバーピーチ,2004104944
トキメキ,2017104270,アドマイヤムーン,2003102991,リーベストラウム,2005100990,エンドスウィープEndSweep(米),000a00010f,ゼンノエルシド,1997110179,マイケイティーズ,1998101750,マウントモガミ,1993101742
マウンテンムスメ,2018104041,アドマイヤムーン,2003102991,ヤマガール,2010101709,エンドスウィープEndSweep(米),000a00010f,ストーミングホームStormingHome(英),1998190003,マイケイティーズ,1998101750,スガノグラスワン,2002103594
ジュニパーベリー,2017104253,ゴールドシップ,2009102739,エキナシア,2008102467,ステイゴールド,1994108729,スニッツェルSnitzel(豪),000a010eaa,ポイントフラッグ,1998106155,ニシノマリア,1997100132
アジアノジュンシン,2018101145,アジアエクスプレス,2011110091,バトルアンコール,2010106247,ヘニーヒューズHennyHughes(米),000a011155,フジキセキ,1992109618,ランニングボブキャッツ,000a0121b7,プリンシパルマーゴ,1995108052
エリーズダイヤ,2020102734,ハーツクライ,2001103038,ローズカットダイヤ,2005102310,サンデーサイレンスSundaySilence(米),000a00033a,フレンチデピュティFrenchDeputy(米),000a00013a,アイリッシュダンス,1990104626,ダイヤモンドジェム,1996107231
カメハメハタイム,2019105538,ドゥラメンテ,2012104511,レツィーナ,2004105815,キングカメハメハ,2001103460,キャプテンスティーヴCaptainSteve(米),000a000d9d,アドマイヤグルーヴ,2000107542,タニウインドタイム,1996100499
アクートゥス,2020102625,ルーラーシップ,2007103143,アッフィラート,2013105336,キングカメハメハ,2001103460,ディープインパクト,2002100816,エアグルーヴ,1993109154,レディオブヴェニスLadyofVenice(仏),000a011565
ダニエラハニー,2019105674,トゥザワールド,2011103975,ヘイハニー,2006105707,キングカメハメハ,2001103460,CherokeeRun,000a00214a,トゥザヴィクトリー,1996107386,ポレントPolent(英),000a00672f
パノティア,2018105515,ドゥラメンテ,2012104511,スカーレル,2009105882,キングカメハメハ,2001103460,ゴールドアリュール,1999106689,アドマイヤグルーヴ,2000107542,ドライアッド,1997103421
ユキノエリザベス,2019106510,キタサンブラック,2012102013,スキャンパーScamper(英),000a01388e,ブラックタイド,2001103312,OasisDream(英),000a010d4f,シュガーハート,2005106935,Wince,000a013803
ポンピエ,2021104945,レッドファルクス,2011104416,アルティメイトラブ,2009105790,スウェプトオーヴァーボードSweptOverboard(米),000a00fa34,シンボリクリスエス,1999110099,ベルモット,1997103531,コイウタ,2003102486
ニシノリピート,2021100402,マインドユアビスケッツMindYourBiscuits(米),000a01392e,ニシノラピート,2011103734,Posse,000a01124c,サウスヴィグラス,1996110138,Jazzmane,000a01392d,ミスダイナクリスMissDynaChris(米),000a01075c
リアルカイザー,2021100461,デクラレーションオブウォー,000a0136f6,マウンテンウーマンMountainWoman(愛),000a0123d8,WarFront,000a011d00,モンジューMontjeu(愛),1996190001,TempoWest,000a01370f,Preseli,000a0123bd
ニシノサヨシグレ,2021100784,イスラボニータ,2011103565,ナイアガラモンロー,2012105927,フジキセキ,1992109618,アドマイヤムーン,2003102991,イスラコジーンIslaCozzene(米),000a011566,マルハチメイフェア,2006106730
ライムストリート,2021100931,エイシンフラッシュ,2007102951,ミリオーレ,2013103064,キングズベストKing'sBest(米),000a0022d2,ゴールドアリュール,1999106689,ムーンレディMoonlady(独),000a010eb7,ヒシヴァリアント,2006100493
シトラール,2021105596,スワーヴリチャード,2014106083,ジンジャーパンチGingerPunch(米),000a0117a0,ハーツクライ,2001103038,AwesomeAgain(加),000a0021cb,ピラミマ,2005110048,Nappelon,000a01170e
リヤンドゥミラクル,2021105125,ルーラーシップ,2007103143,ツインエンジェルズ,2008102995,キングカメハメハ,2001103460,ハーツクライ,2001103038,エアグルーヴ,1993109154,マウンテンエンジェルMountainAngel(加),000a010abe
ニューステソーロ,2021100206,エピファネイア,2010104155,クリーミーボイス,2012104059,シンボリクリスエス,1999110099,キングカメハメハ,2001103460,シーザリオ,2002100844,アルーリングボイス,2003102704
デンティベス,2021105903,モーリス,2011100655,ロゼリーナ,2013106191,スクリーンヒーロー,2004103328,キングカメハメハ,2001103460,メジロフランシス,2001102948,ローズバド,1998101861
モンディーン,2021104951,リアルスティール,2012104889,アンナモンダAnnaMonda(独),000a0111c2,ディープインパクト,2002100816,Monsun,000a010db6,ラヴズオンリーミーLovesOnlyMe(米),000a01179f,AnnaofKiev,000a01113f
フォーゲルヴァイデ,2021104488,アニマルキングダムAnimalKingdom(米),000a011dad,マドリガルスコア,2007105555,Leroidesanimaux,000a0115cc,ダンスインザダーク,1993109188,ダリシアDalicia(独),000a011800,フサイチワールド,1996102540
プリティキッス,2021100817,ダノンバラード,2008103548,ジャストアキッス,2015103674,ディープインパクト,2002100816,エンパイアメーカーEmpireMaker(米),000a010542,レディバラード,1997110261,スローアキッス,2002103948
ユアグローリー,2021104794,ドレフォンDrefong(米),000a013b82,ユアメモリー,2011103540,GioPonti(米),000a011a7e,シンボリクリスエス,1999110099,Eltimaas,000a013b81,メモリアルサマー,1998101490
スマートスコープ,2021102721,ヘニーヒューズHennyHughes(米),000a011155,スマートバベル,2011101856,ヘネシーHennessy(米),000a000178,サウスヴィグラス,1996110138,MeadowFlyer,000a01117d,ユアカラー,2003110043
ナックレインボー,2021104032,ヘニーヒューズHennyHughes(米),000a011155,アルマフローラ,2008102887,ヘネシーHennessy(米),000a000178,ハーツクライ,2001103038,MeadowFlyer,000a01117d,セトフローリアンIISetoFlowerian(豪),000a0065ba
ワンモアチャンス,2021103816,ドゥラメンテ,2012104511,ワンモアドリーム,2015105934,キングカメハメハ,2001103460,ハービンジャーHarbinger(英),000a011996,アドマイヤグルーヴ,2000107542,ドリームカムカム,1998104511
ジオセントリック,2021105755,ハービンジャーHarbinger(英),000a011996,プルメリアスター,2012104913,Dansili,000a010a5f,ゼンノロブロイ,2000101517,PenangPearl,000a011903,リリサイドLiliside(仏),000a011a19
ジャスティンローマ,2021105404,ドゥラメンテ,2012104511,インナーレルムInnerRealm(愛),000a013895,キングカメハメハ,2001103460,Galileo(愛),000a00232b,アドマイヤグルーヴ,2000107542,OffshoreBoom,000a00fd7f
キタノスティール,2021101794,エイシンフラッシュ,2007102951,ベルベットカフェ,2007105785,キングズベストKing'sBest(米),000a0022d2,マンハッタンカフェ,1998101554,ムーンレディMoonlady(独),000a010eb7,ヴィアキャンプViaCamp(英),000a010638
ジュドー,2020103534,モーリス,2011100655,パンデイア,2012104875,スクリーンヒーロー,2004103328,ディープインパクト,2002100816,メジロフランシス,2001102948,ムーンライトダンスMoonlightDance(愛),000a010b61
レッドロスタム,2020103705,ロードカナロア,2008103552,レッドメデューサ,2009110039,キングカメハメハ,2001103460,Mr.Greeley,000a00213e,レディブラッサム,1996107173,Catchascatchcan,000a01034c
ニシノピウモッソ,2020105492,ネロ,2011103722,ニシノアリオス,2015101784,ヨハネスブルグJohannesburg(米),000a0103b9,リーチザクラウン,2006102923,ニシノタカラヅカ,2003103151,ニシノマオ,2004102571
マグマオーシャン,2019104558,ディープブリランテ,2009105084,シルクユニバーサル,2001102213,ディープインパクト,2002100816,ブライアンズタイムBrian'sTime(米),000a000082,ラヴアンドバブルズLoveAndBubbles(米),000a0106a6,トロピカルサウンドII,000a009b5d
ハーエクセレンシー,2020102982,ダイワメジャー,2001103114,ハーエミネンシーHerEmmynency(米),000a013da7,サンデーサイレンスSundaySilence(米),000a00033a,SuccessfulAppeal,000a010748,スカーレットブーケ,1988107320,ChicDancer,000a013ccc
レッジャードロ,2018100188,ドゥラメンテ,2012104511,ブルーグラスチャッターBluegrassChatter(米),000a0124d3,キングカメハメハ,2001103460,BluegrassCat,000a01173d,アドマイヤグルーヴ,2000107542,ChatterChatter,000a011a00
バーミリオンクリフ,2019105566,モーリス,2011100655,ローザボニータ,2009106414,スクリーンヒーロー,2004103328,ディープインパクト,2002100816,メジロフランシス,2001102948,ローザロバータ,000a0105c5
シルバースピリット,2018106506,ディープインパクト,2002100816,クライシスオブスピリットCrisisofSpirit(米),000a012f23,サンデーサイレンスSundaySilence(米),000a00033a,Vindication,000a010544,ウインドインハーヘアWindinHerHair(愛),000a0003a2,Silverbulletway,000a012e8c
クロースコンバット,2019105188,キンシャサノキセキ,2003110212,ゲットクローサー,2012104847,フジキセキ,1992109618,ワイルドラッシュWildRush(米),000a0003a1,ケルトシャーンKeltshaan(米),000a006843,マチカネチコウヨレ,1999110072
アヴェッリーノ,2020103747,リアルインパクト,2008103244,アメリデラックス,2012106180,ディープインパクト,2002100816,アメリカンボス,1995108602,トキオリアリティー,1994109536,ネイビーズドーター,2000104415
ダノンギャラクシー,2019105414,ディープインパクト,2002100816,ベネンシアドール,2006103329,サンデーサイレンスSundaySilence(米),000a00033a,キングカメハメハ,2001103460,ウインドインハーヘアWindinHerHair(愛),000a0003a2,フェアリードールFairyDoll(米),000a006496
ダンツエスプリ,2019106399,ゴールドシップ,2009102739,ワスレナグサ,2005100600,ステイゴールド,1994108729,アグネスデジタル,1997110025,ポイントフラッグ,1998106155,ディマイングDeming(米),000a00081b
アイオブザストーム,2020104160,サトノアラジン,2011104063,オーバービューOverview(英),000a013e37,ディープインパクト,2002100816,Frankel,000a01239b,マジックストームMagicStorm(米),000a01116e,TakeTheHint,000a013df9
ロードディフィート,2020102119,デクラレーションオブウォー,000a0136f6,カディーシャ,2009101986,WarFront,000a011d00,ダイワメジャー,2001103114,TempoWest,000a01370f,バズビナBazbina(仏),000a010f09
ヴルカーノ,2018109026,スピルバーグ,2009105961,スプリングシーズンIISpringSeason(英),000a011dd2,ディープインパクト,2002100816,Dansili,000a010a5f,プリンセスオリビアPrincessOlivia(米),000a010abb,Midsummer,000a011d6f
チアチアクラシカ,2017100041,リアルインパクト,2008103244,シベリアンクラシカ,2004110175,ディープインパクト,2002100816,Siphon,000a002220,トキオリアリティー,1994109536,CheerCheer,000a010024
ディサーニング,2015101626,StreetCry(愛),000a0103ba,タクトフリーTactfully(愛),000a0127ed,Machiavellian,000a001c1d,ディスクリートキャットDiscreetCat(米),000a0113a1,HelenStreet,000a00fd0e,KyddGloves,000a012771
プログノーシス,2018104541,ディープインパクト,2002100816,ヴェルダVelda(英),000a012809,サンデーサイレンスSundaySilence(米),000a00033a,Observatory,000a010bee,ウインドインハーヘアWindinHerHair(愛),000a0003a2,Viavigoni,000a0127b0
アドマイヤハダル,2018105092,ロードカナロア,2008103552,スウェアトウショウ,2008100662,キングカメハメハ,2001103460,ディープインパクト,2002100816,レディブラッサム,1996107173,タバサトウショウ,1993100872
ヒシイグアス,2016104877,ハーツクライ,2001103038,ラリズLaLiz(亜),000a011abb,サンデーサイレンスSundaySilence(米),000a00033a,Bernstein,000a010bae,アイリッシュダンス,1990104626,LaMarlene,000a011a3f
ノースブリッジ,2018102348,モーリス,2011100655,アメージングムーン,2010106120,スクリーンヒーロー,2004103328,アドマイヤムーン,2003102991,メジロフランシス,2001102948,ビッグテンビー,1998100880
ジャックドール,2018100274,モーリス,2011100655,ラヴァリーノRavarino(米),000a011426,スクリーンヒーロー,2004103328,Unbridled'sSong(米),000a002071,メジロフランシス,2001102948,SousEntendu,000a00ae50
ハイアムズビーチ,2019105478,ドレフォンDrefong(米),000a013b82,ユキチャン,2005102546,GioPonti(米),000a011a7e,クロフネ,1998110135,Eltimaas,000a013b81,シラユキヒメ,1996107307
ホッコーカリュウ,2018103147,ホッコータルマエ,2009100921,ホッコーザムーン,2011103168,キングカメハメハ,2001103460,アドマイヤジャパン,2002102324,マダムチェロキー,2001105650,ネスカベミューズ,1991107805
レディフォース,2020103790,リアルインパクト,2008103244,マザーロシア,000a012628,ディープインパクト,2002100816,Mayakovsky,000a012622,トキオリアリティー,1994109536,StillSecret,000a012627
ミエノワールド,2017105306,トゥザワールド,2011103975,グリューネワルト,2007103195,キングカメハメハ,2001103460,スペシャルウィーク,1995103211,トゥザヴィクトリー,1996107386,シェーンクライト,1999106955
クロデメニル,2019110103,PracticalJoke(米),000a0139d1,ValiantEmilia,000a01ba3d,IntoMischief,000a0125a7,PegasusWind,000a01ba22,HaloHumor,000a0139d4,ValiantSaint,000a01ba3c
キミワテル,2018105317,アジアエクスプレス,2011110091,ラインダール,2013105968,ヘニーヒューズHennyHughes(米),000a011155,クロフネ,1998110135,ランニングボブキャッツ,000a0121b7,チアズメッセージ,2000102044
ジーティースピカ,2021104589,シャンハイボビーShanghaiBobby(米),000a0127e4,ロイヤルメジャー,2014102733,Harlan'sHoliday,000a010cdf,ダイワメジャー,2001103114,Steelin',000a012852,クリミナルコード,2007102368
ラピダニーニャ,2021103085,ドレフォンDrefong(米),000a013b82,シウダニーニャ,2012110060,GioPonti(米),000a011a7e,Leroidesanimaux,000a0115cc,Eltimaas,000a013b81,Starinthemeadow,000a01202b
クリノトパーズ,2021102044,カレンブラックヒル,2009106230,クリノクレオパトラ,2011104761,ダイワメジャー,2001103114,ロージズインメイRosesinMay(米),000a010a10,チャールストンハーバーCharlestonHarbor(米),000a00fe53,シャトルライン,1999100019
オレンジダンサー,2021105395,ドレフォンDrefong(米),000a013b82,イェーガーオレンジ,2014106198,GioPonti(米),000a011a7e,ダイワメジャー,2001103114,Eltimaas,000a013b81,ラタフィア,1999110001
ファミリー,2021106990,ダイワメジャー,2001103114,トーセンハーディTosenHardi(英),000a014481,サンデーサイレンスSundaySilence(米),000a00033a,ComptonPlace,000a00fc4f,スカーレットブーケ,1988107320,ペナンクライ,000a012dc0
