name,horse_id,father,father_id,mother,mother_id,grand_father_1,grand_father_1_id,grand_father_2,grand_father_2_id,grand_mother_1,grand_mother_1_id,grand_mother_2,grand_mother_2_id
ビザンチンドリーム,2021105587,エピファネイア,2010104155,ジャポニカーラ,2012104609,シンボリクリスエス,1999110099,ジャングルポケット,1998101786,シーザリオ,2002100844,グリッターカーラ,2005102643
エイシンボナパルト,2021100437,ロジャーバローズ,2016106065,エーシンセノーテ,2010102109,ディープインパクト,2002100816,フレンチデピュティFrenchDeputy(米),000a00013a,リトルブックLittleBook(英),000a012100,セントルイスガール,2003110052
アラタマフェーヴル,2021102115,オルフェーヴル,2008102636,アラタマクリスエス,2014102523,ステイゴールド,1994108729,シンボリクリスエス,1999110099,オリエンタルアート,1997103540,アラタマデジタル,2006106092
ギフテッドドリーム,2021100525,キズナ,2010105827,ピュアアイズ,2010101737,ディープインパクト,2002100816,ネオユニヴァース,2000101426,キャットクイルCatequil(加),000a00646f,ミスワキジャパン,1993109987
コレギウム,2021106616,キズナ,2010105827,エディン,2009105029,ディープインパクト,2002100816,ジャングルポケット,1998101786,キャットクイルCatequil(加),000a00646f,ナインミューズ,2000105093
メイショウソウタ,2021103263,ドレフォンDrefong(米),000a013b82,メイショウオウヒ,2008101769,GioPonti(米),000a011a7e,マンハッタンカフェ,1998101554,Eltimaas,000a013b81,アルペンローズAlpineRose(米),000a00fecb
サイレントグルーヴ,2021105274,ドゥラメンテ,2012104511,リメインサイレント,2010103747,キングカメハメハ,2001103460,ホワイトマズルWhiteMuzzle(英),1990109700,アドマイヤグルーヴ,2000107542,サイレントアスク,2001103166
チャウチャウチャウ,2021101131,ディープブリランテ,2009105084,グレイスファミリー,2006103404,ディープインパクト,2002100816,タニノギムレット,1999100226,ラヴアンドバブルズLoveAndBubbles(米),000a0106a6,ラトラヴィアータ,1994108646
タロサンダー,2021106005,サンダースノーThunderSnow(愛),000a013a06,ジョジョニー,2015100033,Helmet,000a013a0e,ゴールドアリュール,1999106689,EasternJoy,000a013d7d,タカヒロスニッツ,2008105296
ハートオブロック,2021104518,ダイワメジャー,2001103114,ロックマイハートRockMyHeart(独),000a012952,サンデーサイレンスSundaySilence(米),000a00033a,Sholokhov,000a01196d,スカーレットブーケ,1988107320,Rondinay,000a012859
クリノハピネス,2021102051,コパノリッキー,2010106548,ツルマルミホ,2006102044,ゴールドアリュール,1999106689,ネオユニヴァース,2000101426,コパノニキータ,2001107110,ライリストLyrist(英),000a00fece
クリノビックマロン,2021103827,カリフォルニアクロームCaliforniaChrome(米),000a012602,ファッションストリートFashionStreet(米),000a015976,LuckyPulpit,000a012604,ストリートセンスStreetSense(米),000a0113a2,LovetheChase,000a012608,CoutureCat,000a014fab
ピンクムーン,2019103965,マクフィ,000a011c77,バクシンスクリーン,2007104616,Dubawi,000a0115e2,サクラバクシンオー,1989108341,Dhelaal,000a011c7c,サンデースクリーン,1994108750
ラブミーモナコ,2020103833,コパノリッキー,2010106548,コパノバウンシ,2011101689,ゴールドアリュール,1999106689,サウスヴィグラス,1996110138,コパノニキータ,2001107110,トリックアート,2001103096
カワキタマックス,2020105145,エピファネイア,2010104155,キンショーダリヤ,2014104850,シンボリクリスエス,1999110099,ダイワメジャー,2001103114,シーザリオ,2002100844,ロゼトウショウ,1997102410
パルフェアンジュ,2016100930,カネヒキリ,2002100978,ワンモアグリッター,2005105310,フジキセキ,1992109618,ゴールドアリュール,1999106689,ライフアウトゼアLifeOutThere(米),000a0001e1,ワンモアアリュール,1997105085
リカステ,2019104119,ザファクター,000a0130d0,デンファレ,2007101820,WarFront,000a011d00,フジキセキ,1992109618,Greyciousness,000a0130e4,ゴールデンハピネスGoldenHappiness(米),000a006689
ロードマゼラン,2019103036,ルーラーシップ,2007103143,レディカーニバル,2004101198,キングカメハメハ,2001103460,Giant'sCauseway(米),000a0022e1,エアグルーヴ,1993109154,ヴァージニーVirginie(伯),000a00ff5a
ティエラサンタ,2020102658,ハーツクライ,2001103038,サンタエヴィータ,2011103572,サンデーサイレンスSundaySilence(米),000a00033a,SmartStrike(加),000a00211c,アイリッシュダンス,1990104626,エヴィータアルゼンティーナEvitaArgentina(米),000a011a47
ゼンダンゴクウ,2020105107,ルーラーシップ,2007103143,キョウワジャンヌ,2008104415,キングカメハメハ,2001103460,ハーツクライ,2001103038,エアグルーヴ,1993109154,アサカフジ,1995108553
ウォーターハウス,2020102664,ロードカナロア,2008103552,ショウナンパンドラ,2011103584,キングカメハメハ,2001103460,ディープインパクト,2002100816,レディブラッサム,1996107173,キューティゴールド,2004102762
アヘッド,2020110092,Frankel,000a01239b,ブランボヌール,2013101835,Galileo(愛),000a00232b,ディープインパクト,2002100816,Kind,000a0123ae,ルシュクル,2006104724
ピューロマジック,2021107058,アジアエクスプレス,2011110091,メジェルダ,2013102088,ヘニーヒューズHennyHughes(米),000a011155,ディープインパクト,2002100816,ランニングボブキャッツ,000a0121b7,メリュジーヌ,2006105026
アスティスプマンテ,2021105358,ロードカナロア,2008103552,アッラサルーテ,2013106131,キングカメハメハ,2001103460,ダイワメジャー,2001103114,レディブラッサム,1996107173,ラタフィア,1999110001
グレースルージュ,2021104140,デクラレーションオブウォー,000a0136f6,パールウェディング,2015110071,WarFront,000a011d00,Tapit(米),000a011248,TempoWest,000a01370f,AboveHeaven,000a012d61
ドナヴィーナス,2021100782,スワーヴリチャード,2014106083,スパイチャクラ,2013106235,ハーツクライ,2001103038,Shamardal,000a010c92,ピラミマ,2005110048,グリーンアイズII,000a0120a6
マリーアムール,2021104278,マクフィ,000a011c77,パルフェダムール,2013104670,Dubawi,000a0115e2,マンハッタンカフェ,1998101554,Dhelaal,000a011c7c,シェアエレガンス,1998104689
フェンダー,2021105753,モーリス,2011100655,プリンセスロック,2012106308,スクリーンヒーロー,2004103328,スウィフトカレント,2001103189,メジロフランシス,2001102948,ノーストバード,1999101260
ハピアーザンエバー,2021106854,リオンディーズ,2013105915,エバープリンセス,2014105672,キングカメハメハ,2001103460,ハービンジャーHarbinger(英),000a011996,シーザリオ,2002100844,プリンセスルシータ,2002102334
•Ņ•§•Ľ•§•÷•ž•§•ļ,2018102969,ワールドエース,2009106353,ニシノヘレンド,2007102519,ディープインパクト,2002100816,OasisDream(英),000a010d4f,マンデラMandela(独),000a011190,パラディナPaladina(仏),000a010dcb
•ř•Ž•ę•ť•‘•√•…,2020102776,マインドユアビスケッツMindYourBiscuits(米),000a01392e,ヴェルメンティーノ,2011104330,Posse,000a01124c,ダイワメジャー,2001103114,Jazzmane,000a01392d,ドメーヌDomaine(智),000a010e7b
•ň•Ś°ľ•’•Ū•ů•∆•£•Ę,2018100478,マクフィ,000a011c77,セントフロンティア,2002110236,Dubawi,000a0115e2,デインヒルDanehill(米),000a0000d1,Dhelaal,000a011c7c,Cashelmara,000a010115
•™•ů•∂•ņ•÷•Ž,2019104621,ジャスタウェイ,2009106461,アイアムルビー,2007110004,ハーツクライ,2001103038,SaintLiam,000a010610,シビル,1999106889,カチバ,000a011116
•∑•Ę°ľ•ł•Ļ•»,2019110009,Ghostzapper,000a010525,Orphea,000a014fc3,AwesomeAgain(加),000a0021cb,Medagliad'Oro,000a010a65,BabyZip,000a010524,NastyStorm,000a014fc2
•Ę•Ž•ŗ•ť•»••°ľ•Ž,2020105545,コパノリッキー,2010106548,チャーリーズ,2012100509,ゴールドアリュール,1999106689,キングカメハメハ,2001103460,コパノニキータ,2001107110,タガノチャーリーズ,1999110148
•≥•—•ő•Ō•ů•◊•»•ů,2020104679,シャンハイボビーShanghaiBobby(米),000a0127e4,レディセラヴィ,2004105725,Harlan'sHoliday,000a010cdf,アグネスタキオン,1998101516,Steelin',000a012852,レディセラフィム,1999102749
•Š•§•∑•Á•¶•’•ł•Ņ•ę,2018105860,メイショウサムソン,2003102205,メイショウユウダチ,2010104593,オペラハウスOperaHouse(英),000a000d77,メイショウボーラー,2001100650,マイヴィヴィアン,1997102385,メイショウスコール,2005100644
•Ū•√•Į•ś•Ę•Ō°ľ•»,2019106682,ロードカナロア,2008103552,ロックマイハートRockMyHeart(独),000a012952,キングカメハメハ,2001103460,Sholokhov,000a01196d,レディブラッサム,1996107173,Rondinay,000a012859
• •ů•Ť°ľ•◊•ť•ů•Ņ•ů,2015104887,ルーラーシップ,2007103143,テキサスルビー,2008103194,キングカメハメハ,2001103460,スペシャルウィーク,1995103211,エアグルーヴ,1993109154,ストレイトフロムテキサスStraitFromTexas(米),000a010ac4
•ť•§•ů•¨•Ž°ľ•ņ,2017106295,シニスターミニスターSinisterMinister(米),000a011099,マイユクール,2008101691,OldTrieste,000a00fdb3,バゴBago(仏),2001190004,SweetMinister,000a01101c,キティーパラダイス,1999101810
•ś•Ļ•∆•£•ň•Ę•ů,2018103551,シニスターミニスターSinisterMinister(米),000a011099,マイネホコモモラ,2007104875,OldTrieste,000a00fdb3,ロージズインメイRosesinMay(米),000a010a10,SweetMinister,000a01101c,グリークシアター,1990104527
•ř•ť°ľ•…•∂•ž•≥°ľ•…,2014110029,Pivotal,000a002328,CapeElizabeth,000a012dcf,PolarFalcon,000a001f3f,InvincibleSpirit(愛),000a01056d,FearlessRevival,000a00b6ce,MaineLobster,000a012dce
•ł•≤•ů,2017110146,IntoMischief,000a0125a7,UnderWraps,000a0145e3,Harlan'sHoliday,000a010cdf,DixieUnion,000a00fdbe,Leslie'sLady,000a0125ed,Unacloud,000a01397b
ベラジオオペラ,2020102781,ロードカナロア,2008103552,エアルーティーン,2012104154,キングカメハメハ,2001103460,ハービンジャーHarbinger(英),000a011996,レディブラッサム,1996107173,エアマグダラ,2003102492
ボッケリーニ,2016104618,キングカメハメハ,2001103460,ポップコーンジャズ,2000101560,Kingmambo(米),000a001d7e,ダンスインザダーク,1993109188,マンファスManfath(愛),000a00680e,グレイスルーマー,1994108674
イズジョーノキセキ,2017102294,エピファネイア,2010104155,キングダンサー,2008103455,シンボリクリスエス,1999110099,キングカメハメハ,2001103460,シーザリオ,2002100844,メインタイトル,1998101844
エピファニー,2019105532,エピファネイア,2010104155,ルールブリタニア,2013106109,シンボリクリスエス,1999110099,ディープインパクト,2002100816,シーザリオ,2002100844,ミュージカルウェイMusicalWay(仏),000a011534
マテンロウレオ,2019102879,ハーツクライ,2001103038,サラトガヴィーナス,2002101038,サンデーサイレンスSundaySilence(米),000a00033a,ブライアンズタイムBrian'sTime(米),000a000082,アイリッシュダンス,1990104626,レディダンジグLadyDanzig(米),000a0001cc
ガイアフォース,2019104476,キタサンブラック,2012102013,ナターレ,2008102623,ブラックタイド,2001103312,クロフネ,1998110135,シュガーハート,2005106935,ロージーチャーム,2001103011
リカンカブール,2019103823,シルバーステート,2013105903,アンブラッセモワ,2013110032,ディープインパクト,2002100816,Zoffany,000a012701,シルヴァースカヤSilverskaya(米),000a0117fe,IceFlower,000a01270d
フリームファクシ,2020103661,ルーラーシップ,2007103143,ライツェント,2007103233,キングカメハメハ,2001103460,スペシャルウィーク,1995103211,エアグルーヴ,1993109154,ソニンクSoninke(英),000a00683a
ウインマイティー,2017101415,ゴールドシップ,2009102739,アオバコリン,1999106425,ステイゴールド,1994108729,カコイーシーズCacoethes(米),1986109001,ポイントフラッグ,1998106155,コリンヌドゥブルイェールCollinedeBruyere(愛),000a006449
アドマイヤビルゴ,2017105214,ディープインパクト,2002100816,イルーシヴウェーヴElusiveWave(愛),000a0124c0,サンデーサイレンスSundaySilence(米),000a00033a,ElusiveCity,000a01239c,ウインドインハーヘアWindinHerHair(愛),000a0003a2,MulticolourWave,000a0123b2
フェーングロッテン,2019105366,ブラックタイド,2001103312,ピクシーホロウ,2010106209,サンデーサイレンスSundaySilence(米),000a00033a,キングヘイロー,1995104427,ウインドインハーヘアWindinHerHair(愛),000a0003a2,ラインレジーナ,2002100873
テーオーシリウス,2018106834,ジャスタウェイ,2009106461,ハロースカーレット,2006106350,ハーツクライ,2001103038,シンボリクリスエス,1999110099,シビル,1999106889,ハローサンライズ,1998101772
エヒト,2017100464,ルーラーシップ,2007103143,ヒーラ,2009102525,キングカメハメハ,2001103460,ディープインパクト,2002100816,エアグルーヴ,1993109154,セントフロンティア,2002110236
グランヴィノス,2020103522,キタサンブラック,2012102013,ハルーワスウィート,2001103409,ブラックタイド,2001103312,Machiavellian,000a001c1d,シュガーハート,2005106935,ハルーワソングHalwaSong(米),000a00683b
ドクタードリトル,2020103025,デクラレーションオブウォー,000a0136f6,ブルックデイル,2012104418,WarFront,000a011d00,キングカメハメハ,2001103460,TempoWest,000a01370f,マンハッタンセレブ,2003102531
スカーズ,2020103642,サトノアラジン,2011104063,ムーングロウMoonglow(英),000a013897,ディープインパクト,2002100816,Nayef,000a01056f,マジックストームMagicStorm(米),000a01116e,MysticGoddess,000a00a530
ドットクルー,2020101486,ディーマジェスティ,2013104704,スターオブロゼッタ,2015102386,ディープインパクト,2002100816,ロードカナロア,2008103552,エルメスティアラ,1998105991,レディハニー,2005104224
トーホウガレオン,2020103499,リアルスティール,2012104889,デビルズコーナー,2005110198,ディープインパクト,2002100816,Songandaprayer,000a01069b,ラヴズオンリーミーLovesOnlyMe(米),000a01179f,Devil'sBanner,000a010f8c
カイザー,2019105091,シルバーステート,2013105903,ヴィヴィッドカラー,2004102837,ディープインパクト,2002100816,ダンスインザダーク,1993109188,シルヴァースカヤSilverskaya(米),000a0117fe,アドマイヤライト,1996107401
メイショウカクウン,2015103983,サクラオールイン,2003104900,クールダウン,1996106806,サンデーサイレンスSundaySilence(米),000a00033a,シャンハイShanghai(米),000a000d73,サクラセクレテーム,1993109736,マルゼンラッド,1991106523
キミハスコール,2021104313,コパノリッキー,2010106548,テツナゴオ,2010103891,ゴールドアリュール,1999106689,ハーツクライ,2001103038,コパノニキータ,2001107110,フライトオブエンジェルスFlightofAngels(米),000a000129
マイフォーエバー,2021105193,ブリックスアンドモルタルBricksandMortar(米),000a014377,フォーエバーマーク,2008103048,Giant'sCauseway(米),000a0022e1,ファルブラヴFalbrav(愛),1998190004,BeyondtheWaves,000a014376,リトミックダンス,2001103218
ランタナヒルズ,2021101241,ニューイヤーズデイ,000a014589,メローブリーズ,2014101829,StreetCry(愛),000a0103ba,スクリーンヒーロー,2004103328,Justwhistledixie,000a014588,コンドルショット,2001103286
フルハートビート,2021102855,ドレフォンDrefong(米),000a013b82,ビートフォーセール,2014106192,GioPonti(米),000a011a7e,ハーツクライ,2001103038,Eltimaas,000a013b81,ライフフォーセールLifeForSale(亜),000a012104
サンディビーチ,2021106443,ビーチパトロールBeachPatrol(米),000a0141f9,キタサンメジャー,2014100871,LemonDropKid,000a0022d0,ダイワメジャー,2001103114,BashfulBertie,000a0141f8,ビッグテンビー,1998100880
セイウンダキシメテ,2021107073,タリスマニックTalismanic(英),000a013425,セイウンエブリー,2014103813,Medagliad'Oro,000a010a65,ルーラーシップ,2007103143,MagicMission,000a013424,セイウンメイリー,2005106496
ドナノーブル,2021110101,Medagliad'Oro,000a010a65,GenderAgenda,000a01a7e5,ElPrado,000a001fb5,HolyRomanEmperor,000a011ab8,CappucinoBay,000a010a72,Friendlier,000a01a7e4
イサチルイトムスビ,2021107312,ファインニードル,2013100612,ヴィトンクイーン,2006102298,アドマイヤムーン,2003102991,ダンスインザダーク,1993109188,ニードルクラフトNeedlecraft(愛),000a011cf7,クッドビークイーンCouldBeQueen(米),000a0067a6
フィクストスター,2021110032,Iffraaj,000a0111d1,ナシーラーNashirah(英),000a01bcb6,Zafonic,000a001d7d,Dubawi,000a0115e2,Pastorale,000a0111e1,PerfectLight,000a01bbdf
サクラリゲル,2021104057,サクラオリオン,2002104686,サクラジュレップ,2010103415,エルコンドルパサー,1995108742,サクラプレジデント,2000102261,サクラセクレテーム,1993109736,サクラブルース,1996105031
ヴェネラリア,2021101101,サトノクラウン,2012104668,ダノニー,2006105209,Marju,000a001fb6,マンハッタンカフェ,1998101554,ジョコンダIIJioconda(愛),000a011cf6,リズミカルシチー,1998105510
フレンドエメラルド,2021104489,バゴBago(仏),2001190004,エメラルドチャーム,2009104964,Nashwan,000a001ce7,フジキセキ,1992109618,Moonlight'sBox,000a010527,グリーンポーラGreenPola(米),000a0064a0
ツルマウカタチ,2021102106,ヤングマンパワー,2012104685,ハイタッチクイーン,2007106112,スニッツェルSnitzel(豪),000a010eaa,キングヘイロー,1995104427,スナップショット,2000101687,オペラレディ,2001102790
テウメッサ,2021105757,ハービンジャーHarbinger(英),000a011996,プロクリス,2011104095,Dansili,000a010a5f,キングカメハメハ,2001103460,PenangPearl,000a011903,ライラプス,2002101006
ヴァラムノス,2021102736,キンシャサノキセキ,2003110212,ミリアム,2006102735,フジキセキ,1992109618,キングカメハメハ,2001103460,ケルトシャーンKeltshaan(米),000a006843,ウェルカムミレニアムWelcomeMillenium(仏),000a0105c8
コナウェリナ,2021105520,ミッキーアイル,2011103916,コナブリュワーズ,2010104036,ディープインパクト,2002100816,キングカメハメハ,2001103460,スターアイル,2004110007,アンブロワーズ,2002101007
ランポレッキオ,2021105420,モーリス,2011100655,ヴィアメディチ,000a012fc1,スクリーンヒーロー,2004103328,Medicean,000a010a19,メジロフランシス,2001102948,ViaMilano,000a0128ef
ベアサクシード,2021106500,シルバーステート,2013105903,グローリサンディ,2001102057,ディープインパクト,2002100816,エイシンサンディ,1993103280,シルヴァースカヤSilverskaya(米),000a0117fe,ダイヤターン,1994103385
ユヌブリーズ,2021101142,ミッキーアイル,2011103916,ウィンディガーデン,2007103248,ディープインパクト,2002100816,タニノギムレット,1999100226,スターアイル,2004110007,チェイスザウインド,1995107871
ノアアジレ,2021102443,ストロングリターン,2006102934,トウカイセレッソ,2009104929,シンボリクリスエス,1999110099,キングカメハメハ,2001103460,コートアウトCaughtOut(米),000a0105bc,トウカイティアラ,1996101540
シアワセノランプ,2021102924,マジェスティックウォリアーMajesticWarrior(米),000a011e9c,アンブリカル,2012102348,A.P.Indy,000a001d37,マンハッタンカフェ,1998101554,DreamSupreme,000a011eae,ディアマンティナDiamantina(米),000a011237
コスモラミントン,2021106781,スクリーンヒーロー,2004103328,コスモチョコレイ,2011103251,グラスワンダー,1995108676,ブラックタイド,2001103312,ランニングヒロイン,1993109144,スイートウィリアム,1998104877
ジーティーオウカ,2021100556,リオンディーズ,2013105915,エアマチュール,2011104178,キングカメハメハ,2001103460,ディープインパクト,2002100816,シーザリオ,2002100844,エアジャメヴー,2005102215
ロジアデレード,2021105360,ドレフォンDrefong(米),000a013b82,アデレードヒル,2013102858,GioPonti(米),000a011a7e,ゴールドヘイロー,1997101264,Eltimaas,000a013b81,レディビーナス,1997110262
ブルズアイ,2021100466,マジェスティックウォリアーMajesticWarrior(米),000a011e9c,レディーメグネイト,2009101862,A.P.Indy,000a001d37,ファスリエフFasliyev(米),000a00fc4c,DreamSupreme,000a011eae,フラワーホーラー,1998105889
レッドレナート,2021103145,レッドファルクス,2011104416,マレーナ,2011103777,スウェプトオーヴァーボードSweptOverboard(米),000a00fa34,ダイワメジャー,2001103114,ベルモット,1997103531,ウィストラム,2002100688
クーアフュルスト,2021104949,キズナ,2010105827,アンズチャン,2011104360,ディープインパクト,2002100816,フレンチデピュティFrenchDeputy(米),000a00013a,キャットクイルCatequil(加),000a00646f,パラダイスバード,2001103093
タケルゴールド,2021100884,モーニン,2012110091,ヒシアルコル,2009101220,ヘニーヒューズHennyHughes(米),000a011155,ダイワメジャー,2001103114,Giggly,000a011f24,ヒシピナクル,1996110074
ブルスケッタ,2021100410,ロードカナロア,2008103552,アルスノヴァ,2005102121,キングカメハメハ,2001103460,ダンスインザダーク,1993109188,レディブラッサム,1996107173,オリエンタルアート,1997103540
インペリアルモート,2021102352,マジェスティックウォリアーMajesticWarrior(米),000a011e9c,エバーグレーズ,2010101550,A.P.Indy,000a001d37,シンボリクリスエス,1999110099,DreamSupreme,000a011eae,アリゲーターアリーAlligatorAllie(米),000a0114f5
ヴァスキアン,2021103989,マジェスティックウォリアーMajesticWarrior(米),000a011e9c,ダブルミステリー,2014105059,A.P.Indy,000a001d37,ダイワメジャー,2001103114,DreamSupreme,000a011eae,マウンテンミステリーMountainMystery(加),000a010e5b
アンフィニレイス,2021106004,ロゴタイプ,2010103783,クロスアンジュ,2013106103,ローエングリン,1999106738,キンシャサノキセキ,2003110212,ステレオタイプ,2002100573,マンハッタン,1997105939
リベラティオ,2021102637,バゴBago(仏),2001190004,アルーリングアイズ,2011103563,Nashwan,000a001ce7,ネオユニヴァース,2000101426,Moonlight'sBox,000a010527,アルーリングアクト,1997103555
マーシャルポイント,2021105675,エピファネイア,2010104155,トリプライト,2013105963,シンボリクリスエス,1999110099,ワイルドラッシュWildRush(米),000a0003a1,シーザリオ,2002100844,タンザナイト,2000101554
モスクロッサー,2021105501,ハーツクライ,2001103038,クリスプCrisp(米),000a0137fa,サンデーサイレンスSundaySilence(米),000a00033a,ElCorredor,000a010238,アイリッシュダンス,1990104626,Cat'sFair,000a013757
ジャンドル,2021104913,エピファネイア,2010104155,フーラブライド,2009105546,シンボリクリスエス,1999110099,ゴールドアリュール,1999106689,シーザリオ,2002100844,ヒカルカリーナ,1999106550
ヴィヴァクラウン,2021101595,サトノクラウン,2012104668,セトノフラッパー,2010103932,Marju,000a001fb6,タイキシャトル,1994109686,ジョコンダIIJioconda(愛),000a011cf6,マルカアイチャン,2003102664
スターチョウサン,2021102412,ブリックスアンドモルタルBricksandMortar(米),000a014377,シャドウシルエット,2005102700,Giant'sCauseway(米),000a0022e1,シンボリクリスエス,1999110099,BeyondtheWaves,000a014376,ユーワジョイナー,1990107822
フィンガーズクロス,2021104495,ラブリーデイ,2010104298,マイネイディール,2008105633,キングカメハメハ,2001103460,アドマイヤマックス,1999107004,ポップコーンジャズ,2000101560,オールフォーゲラン,1993102093
ディーファンクス,2021100501,イスラボニータ,2011103565,エイシンリオ,2013103345,フジキセキ,1992109618,ロージズインメイRosesinMay(米),000a010a10,イスラコジーンIslaCozzene(米),000a011566,エーシンアマゾーン,2007101308
ファインデイ,2021101392,レイデオロ,2014106201,コンクエストハーラネイトConquestHarlanate(加),000a013898,キングカメハメハ,2001103460,Harlan'sHoliday,000a010cdf,ラドラーダ,2006103419,Allison'sPride,000a013677
ブレスワード,2021105642,ニューイヤーズデイ,000a014589,チアズメッセージ,2000102044,StreetCry(愛),000a0103ba,サンデーサイレンスSundaySilence(米),000a00033a,Justwhistledixie,000a014588,チアズダンサー,1993107884
ゴールドブラボー,2021106882,ゴールドアクター,2011105266,ハチマンダイボサツ,2004100833,スクリーンヒーロー,2004103328,マーベラスサンデー,1992103687,ヘイロンシン,1999104383,アジヤタイリン,1997103940
ペッシ,2021104634,Mendelssohn,000a014f32,フーイズフーWhoIsWho(亜),000a01b6db,ScatDaddy(米),000a0114fe,Harlan'sHoliday,000a010cdf,Leslie'sLady,000a0125ed,GuessWho,000a01a84d
ノーザー,2021106319,カレンブラックヒル,2009106230,ハートヴァイン,2009104756,ダイワメジャー,2001103114,スピードワールド,1994109494,チャールストンハーバーCharlestonHarbor(米),000a00fe53,スピードビクトリア,1991106963
キョウエイノヴェル,2021103363,エイシンフラッシュ,2007102951,キョウエイポズナン,2015102500,キングズベストKing'sBest(米),000a0022d2,ルーラーシップ,2007103143,ムーンレディMoonlady(独),000a010eb7,エバーシャイニング,2007102977
ユウキヒャクバイ,2021101644,アドマイヤムーン,2003102991,コズミックフレイムCosmicFlame(英),000a0127f3,エンドスウィープEndSweep(米),000a00010f,Doyen,000a010533,マイケイティーズ,1998101750,TheWorld,000a01278b
ライヴヨーゼフ,2021102124,ダンカークDunkirk(米),000a012185,ベリーベリータイム,2011100924,Unbridled'sSong(米),000a002071,ブライアンズタイムBrian'sTime(米),000a000082,SecretStatus,000a0121a5,ワイルドベリー,2006102882
クインタレッリ,2021102792,マジェスティックウォリアーMajesticWarrior(米),000a011e9c,クインズコノセ,2012103564,A.P.Indy,000a001d37,キンシャサノキセキ,2003110212,DreamSupreme,000a011eae,ワンダーキャットWonderCat(米),000a010564
グローリーアテイン,2021104950,ヴィクトワールピサ,2007102923,アンナミルト,2011104161,ネオユニヴァース,2000101426,マンハッタンカフェ,1998101554,ホワイトウォーターアフェアWhitewaterAffair(英),000a00039f,アンナモンダAnnaMonda(独),000a0111c2
ウォータースケイプ,2021105458,ダイワメジャー,2001103114,オープンウォーター,000a018e36,サンデーサイレンスSundaySilence(米),000a00033a,Include,000a010906,スカーレットブーケ,1988107320,BiscayneBay,000a014335
ナイトアウェイ,2021104957,ハーツクライ,2001103038,イブニングジュエルEveningJewel(米),000a013da6,サンデーサイレンスSundaySilence(米),000a00033a,NorthernAfleet,000a010a96,アイリッシュダンス,1990104626,ジュエルオブザナイト(米),000a011a44
アルシミスト,2021105805,オルフェーヴル,2008102636,ミセスワタナベ,2014110088,ステイゴールド,1994108729,Tapizar,000a0123f3,オリエンタルアート,1997103540,FoxyFriend,000a0130dd
シンデレラタイム,2021106638,ブラックタイド,2001103312,ドリームジョブDreamJob(英),000a013887,サンデーサイレンスSundaySilence(米),000a00033a,Dubawi,000a0115e2,ウインドインハーヘアWindinHerHair(愛),000a0003a2,Coretta,000a013823
ドリームクルーズ,2021104899,エピファネイア,2010104155,パセンジャーシップ,2012104335,シンボリクリスエス,1999110099,ダイワメジャー,2001103114,シーザリオ,2002100844,パナマックス,2005102170
ハーバーライト,2021105477,ドレフォンDrefong(米),000a013b82,カールファターレ,2007103149,GioPonti(米),000a011a7e,キングカメハメハ,2001103460,Eltimaas,000a013b81,エルフィンフェザー,1995107909
モンテレオン,2021105624,スワーヴリチャード,2014106083,セレスタSeresta(亜),000a012e7c,ハーツクライ,2001103038,JumpStart,000a010b86,ピラミマ,2005110048,Serata,000a012d37
キャプテンローレル,2019100051,ドレフォンDrefong(米),000a013b82,アラフネ,2009104441,GioPonti(米),000a011a7e,クロフネ,1998110135,Eltimaas,000a013b81,サイレンスマンボウ,2002101860
マーゴットレーヴ,2020105813,エスポワールシチー,2005102837,シリカ,2013102122,ゴールドアリュール,1999106689,メイショウボーラー,2001100650,エミネントシチー,1998106179,グリーンヒルコマチ,1998100923
タマモヴェナトル,2020104864,シニスターミニスターSinisterMinister(米),000a011099,プティトシャンティ,2014105123,OldTrieste,000a00fdb3,ダノンシャンティ,2007105709,SweetMinister,000a01101c,チャームダンス,2003105515
ノーブルミステリー,2020106429,ディーマジェスティ,2013104704,マウンテンミステリーMountainMystery(加),000a010e5b,ディープインパクト,2002100816,Mt.Livermore,000a00184b,エルメスティアラ,1998105991,SearchtheSea,000a010d85
ゼンリョクダンス,2020102393,アポロキングダム,2003110139,ディープビヨンド,2012103790,LemonDropKid,000a0022d0,ディープインパクト,2002100816,BellaGatto,000a0103ef,カシマフラワー,2002107034
トロピカルヒーロー,2020104960,ビッグアーサー,2011103328,トロピカルガーデン,2012102832,サクラバクシンオー,1989108341,ハイアーゲーム,2001103160,シヤボナSiyabona(米),000a01152e,ウディバードソング,1999110058
サラマックイーン,2020106719,ヘニーヒューズHennyHughes(米),000a011155,アグネスダリム,2009105704,ヘネシーHennessy(米),000a000178,ゴールドアリュール,1999106689,MeadowFlyer,000a01117d,アグネスパサー,2001103041
フェスティヴラジャ,2020101112,ヴィクトワールピサ,2007102923,フェスティヴマロン,2004100468,ネオユニヴァース,2000101426,クロフネ,1998110135,ホワイトウォーターアフェアWhitewaterAffair(英),000a00039f,アローム,1990104521
ステップ,2019100928,シニスターミニスターSinisterMinister(米),000a011099,ダイワミストレス,2009105803,OldTrieste,000a00fdb3,ダイワメジャー,2001103114,SweetMinister,000a01101c,サウンドバイト,2003102686
ガルサブランカ,2021105556,キズナ,2010105827,シャトーブランシュ,2010104274,ディープインパクト,2002100816,キングヘイロー,1995104427,キャットクイルCatequil(加),000a00646f,ブランシェリー,1998101846
