year,race_id,ground,rotation,length,weather,ground_condition,start_time,rank,name,sex_age,e_weight,jockey,gap,p_rank,acsent,odds,pop,h_weight
2019,201903010107,芝,右,1200m,晴,良,13:15,1,タンレイ,牝3,52,西村淳也,,1-1,36.7,5.7,2,428(-4)
2019,201903010107,芝,右,1200m,晴,良,13:15,2,パリテソーロ,牝3,53,横山武史,1/2,4-2,36.4,8.0,5,436(-2)
2019,201903010107,芝,右,1200m,晴,良,13:15,3,フルクトゥス,牡3,56,西田雄一,1.3/4,9-8,35.9,194.8,13,444(-6)
2019,201903010107,芝,右,1200m,晴,良,13:15,4,シャウエン,牝3,54,杉原誠人,1/2,8-8,36.1,6.8,4,464(-4)
2019,201903010107,芝,右,1200m,晴,良,13:15,5,シャンデフレーズ,牝3,51,藤田菜七,1/2,3-2,37.2,2.2,1,420(+18)
2019,201903010107,芝,右,1200m,晴,良,13:15,6,キョウエイシンシア,牝3,54,菱田裕二,アタマ,6-6,36.6,246.3,15,428(0)
2019,201903010107,芝,右,1200m,晴,良,13:15,7,デュオビギン,牝3,53,木幡巧也,ハナ,7-6,36.4,22.4,7,404(-12)
2019,201903010107,芝,右,1200m,晴,良,13:15,8,ルナーアピール,牝3,51,斎藤新,1/2,10-10,36.0,40.0,8,418(0)
2019,201903010107,芝,右,1200m,晴,良,13:15,9,ペイドバケーション,牡3,56,丸山元気,3/4,10-10,36.1,16.0,6,502(0)
2019,201903010107,芝,右,1200m,晴,良,13:15,10,ピンクラグーン,牝3,54,勝浦正樹,1,5-5,37.1,114.8,10,398(+8)
2019,201903010107,芝,右,1200m,晴,良,13:15,11,マジカルプリンセス,牝3,54,鮫島克駿,1.1/2,12-12,36.0,52.7,9,406(0)
2019,201903010107,芝,右,1200m,晴,良,13:15,12,ファビュラスギフト,牝3,53,富田暁,アタマ,2-2,37.9,5.7,3,448(-6)
2019,201903010107,芝,右,1200m,晴,良,13:15,13,フォーピンクカフェ,牝3,54,柴田善臣,1.1/4,14-12,35.9,128.6,11,430(0)
2019,201903010107,芝,右,1200m,晴,良,13:15,14,サンマルジュエル,牝3,54,鮫島良太,1/2,13-12,36.2,213.7,14,434(0)
2019,201903010107,芝,右,1200m,晴,良,13:15,15,ケイズデイジー,牝3,53,森裕太朗,5,15-15,36.6,256.7,16,398(+20)
2019,201903010107,芝,右,1200m,晴,良,13:15,16,ハルノツカイ,牡3,53,木幡育也,9,16-16,37.1,134.7,12,452(0)
2019,201903010108,芝,右,2600m,晴,良,13:45,1,サンサルドス,牡3,55,川又賢治,,11-9-1-1,36.3,3.8,1,522(-4)
2019,201903010108,芝,右,2600m,晴,良,13:45,2,レイヴンキング,牡3,55,横山武史,5,5-5-3-2,36.8,10.9,5,510(-10)
2019,201903010108,芝,右,2600m,晴,良,13:45,3,レイズアフラッグ,牡3,53,団野大成,3,3-3-6-5,36.9,65.3,14,498(-10)
2019,201903010108,芝,右,2600m,晴,良,13:45,4,アイアムレジェンド,牡3,55,富田暁,クビ,13-13-11-11,36.3,6.8,4,484(-8)
2019,201903010108,芝,右,2600m,晴,良,13:45,5,タイセイアヴァンセ,牝3,54,菱田裕二,1.1/2,10-11-10-9,36.8,26.7,9,412(-10)
2019,201903010108,芝,右,2600m,晴,良,13:45,6,グラッパディローザ,牝3,54,杉原誠人,1/2,12-12-6-5,37.3,44.7,11,478(-2)
2019,201903010108,芝,右,2600m,晴,良,13:45,7,ジェイケイブラック,牡3,56,丸田恭介,1/2,15-13-11-9,36.9,43.0,10,486(-4)
2019,201903010108,芝,右,2600m,晴,良,13:45,8,ショウナンアーサー,牡3,56,柴山雄一,1/2,8-7-3-3,37.9,4.1,2,514(-8)
2019,201903010108,芝,右,2600m,晴,良,13:45,9,フクヒコ,牡3,55,森裕太朗,クビ,5-5-8-8,37.2,226.1,15,460(-4)
2019,201903010108,芝,右,2600m,晴,良,13:45,10,ブラックアンバー,牡3,53,木幡育也,1.3/4,1-1-3-5,38.2,18.1,8,508(0)
2019,201903010108,芝,右,2600m,晴,良,13:45,11,エレンボーゲン,牝3,54,津村明秀,1/2,16-16-13-12,37.2,16.2,7,450(+18)
2019,201903010108,芝,右,2600m,晴,良,13:45,12,エイシンノヘキレキ,牡3,54,西村淳也,ハナ,2-2-2-3,38.5,51.6,12,464(-2)
2019,201903010108,芝,右,2600m,晴,良,13:45,13,ブレーヴウィザード,牡3,54,菊沢一樹,1.1/4,5-7-13-14,37.3,246.3,16,472(-8)
2019,201903010108,芝,右,2600m,晴,良,13:45,14,タッチングムービー,牡3,56,丸山元気,9,8-9-15-16,38.7,5.3,3,516(-2)
2019,201903010108,芝,右,2600m,晴,良,13:45,15,ミレニアムドリーム,牡3,55,木幡巧也,9,13-15-16-15,39.9,58.9,13,536(-8)
2019,201903010108,芝,右,2600m,晴,良,13:45,16,アルテヴェルト,牡3,56,荻野極,2.1/2,3-3-8-13,41.2,14.4,6,442(-28)
2019,201903010109,ダ,右,1150m,晴,良,14:15,1,リリーメーカー,牝5,55,鮫島良太,,8-6,36.7,10.1,4,504(+2)
2019,201903010109,ダ,右,1150m,晴,良,14:15,2,ナイトスプライト,牝4,52,斎藤新,1.1/4,8-9,36.9,27.6,11,462(-12)
2019,201903010109,ダ,右,1150m,晴,良,14:15,3,ダノンコスモス,牝5,54,川又賢治,3/4,6-6,37.3,4.3,2,456(-10)
2019,201903010109,ダ,右,1150m,晴,良,14:15,4,ハードカウント,牡4,57,小崎綾也,1.1/4,3-2,38.1,12.4,6,456(-23)
2019,201903010109,ダ,右,1150m,晴,良,14:15,5,キセキノツヅキ,牡6,55,菊沢一樹,クビ,6-6,37.5,5.3,3,464(+4)
2019,201903010109,ダ,右,1150m,晴,良,14:15,6,ホーカスポーカス,牡4,57,丸山元気,1,4-4,38.0,11.8,5,428(-6)
2019,201903010109,ダ,右,1150m,晴,良,14:15,7,ミフトゥーロ,牝4,55,西田雄一,ハナ,12-13,37.2,26.1,9,460(-2)
2019,201903010109,ダ,右,1150m,晴,良,14:15,8,シャイニングカフェ,牡7,57,柴田善臣,ハナ,12-10,37.2,28.4,12,520(-10)
2019,201903010109,ダ,右,1150m,晴,良,14:15,9,タマモシンプロン,牡4,55,西村淳也,クビ,2-1,38.5,3.7,1,530(-4)
2019,201903010109,ダ,右,1150m,晴,良,14:15,10,ラインジェット,牡5,56,横山武史,2.1/2,15-15,37.2,17.4,7,432(-10)
2019,201903010109,ダ,右,1150m,晴,良,14:15,11,ペイシャスナッチ,牝6,52,山田敬士,1/2,8-11,37.9,73.4,15,486(0)
2019,201903010109,ダ,右,1150m,晴,良,14:15,12,サマニー,セ6,54,木幡育也,クビ,14-14,37.7,26.4,10,478(+4)
2019,201903010109,ダ,右,1150m,晴,良,14:15,13,ウィズアウィッシュ,牝5,55,丸田恭介,1.1/4,4-4,38.8,21.7,8,500(+26)
2019,201903010109,ダ,右,1150m,晴,良,14:15,14,キンショウ,牡4,54,藤田菜七,1.1/4,16-16,37.3,63.6,14,484(-10)
2019,201903010109,ダ,右,1150m,晴,良,14:15,15,カシノクオーレ,牝4,52,小林凌大,4,11-11,39.0,284.2,16,474(0)
2019,201903010109,ダ,右,1150m,晴,良,14:15,16,ディアバビアナ,牝4,55,宮崎北斗,10,1-2,41.8,52.7,13,486(+8)
2019,201903010110,芝,右,2000m,晴,良,14:50,1,レターオンザサンド,牡3,56,津村明秀,,4-4-3-2,36.1,2.5,1,486(0)
2019,201903010110,芝,右,2000m,晴,良,14:50,2,レオンドーロ,牝3,54,柴田大知,ハナ,8-7-5-4,35.8,4.2,2,458(+2)
2019,201903010110,芝,右,2000m,晴,良,14:50,3,グロオルロージュ,牡3,56,鮫島克駿,1.1/4,7-7-7-7,35.9,9.3,5,454(0)
2019,201903010110,芝,右,2000m,晴,良,14:50,4,ジュピターズライト,牡3,56,丸山元気,1.1/4,11-11-1-1,36.9,6.4,3,452(-2)
2019,201903010110,芝,右,2000m,晴,良,14:50,5,ウレキサイト,牡3,56,中谷雄太,クビ,6-5-7-4,36.1,9.5,6,496(-6)
2019,201903010110,芝,右,2000m,晴,良,14:50,6,ラージヒル,牡3,56,丸田恭介,1/2,1-1-2-3,36.8,6.4,4,464(-8)
2019,201903010110,芝,右,2000m,晴,良,14:50,7,タニノドラマ,牡3,56,富田暁,4,10-9-10-10,36.5,37.1,8,430(+4)
2019,201903010110,芝,右,2000m,晴,良,14:50,8,トゥアレグ,牡3,56,川又賢治,3/4,9-9-9-8,36.9,29.0,7,430(-8)
2019,201903010110,芝,右,2000m,晴,良,14:50,9,カラテ,牡3,56,横山武史,ハナ,5-5-10-9,36.7,47.7,9,480(-2)
2019,201903010110,芝,右,2000m,晴,良,14:50,10,アキンド,牡3,56,勝浦正樹,5,3-3-3-6,38.2,150.2,11,484(-6)
2019,201903010110,芝,右,2000m,晴,良,14:50,11,ニシノイタダキ,牡3,56,村田一誠,大,2-2-5-10,43.8,92.7,10,464(-10)
2019,201903010111,芝,右,1200m,晴,良,15:25,1,メイケイダイハード,牡4,57,柴山雄一,,7-7,34.4,4.9,1,532(-2)
2019,201903010111,芝,右,1200m,晴,良,15:25,2,ニシノラディアント,牡6,57,丸田恭介,3/4,11-10,34.0,9.6,6,490(+2)
2019,201903010111,芝,右,1200m,晴,良,15:25,3,カネトシブレス,牝6,55,川又賢治,1.1/4,4-4,34.8,19.7,9,448(+6)
2019,201903010111,芝,右,1200m,晴,良,15:25,4,ゲンパチケンシン,牡5,57,西村淳也,1/2,8-7,34.7,12.8,8,474(0)
2019,201903010111,芝,右,1200m,晴,良,15:25,5,ペスカネラ,牝5,55,中谷雄太,クビ,14-13,34.1,58.4,13,442(0)
2019,201903010111,芝,右,1200m,晴,良,15:25,6,リバティーホール,牝10,55,西田雄一,1.1/4,10-10,34.7,165.5,14,448(-12)
2019,201903010111,芝,右,1200m,晴,良,15:25,7,ディアサルファー,牝4,55,宮崎北斗,1.1/4,2-2,35.7,6.0,3,474(0)
2019,201903010111,芝,右,1200m,晴,良,15:25,8,インシュラー,セ5,57,丸山元気,クビ,8-7,35.0,9.7,7,458(+2)
2019,201903010111,芝,右,1200m,晴,良,15:25,9,チタンクレバー,牝6,55,勝浦正樹,クビ,11-10,34.8,37.3,11,446(-4)
2019,201903010111,芝,右,1200m,晴,良,15:25,10,ロイヤルメジャー,牝5,55,鮫島克駿,クビ,4-4,35.4,5.7,2,458(-2)
2019,201903010111,芝,右,1200m,晴,良,15:25,11,トンボイ,牝4,55,藤田菜七,クビ,1-1,35.9,8.1,5,432(-4)
2019,201903010111,芝,右,1200m,晴,良,15:25,12,ブルレジーナ,牝4,55,菱田裕二,ハナ,11-13,34.9,33.3,10,446(+4)
2019,201903010111,芝,右,1200m,晴,良,15:25,13,メイショウツバキ,牝4,55,富田暁,クビ,4-6,35.5,6.3,4,450(0)
2019,201903010111,芝,右,1200m,晴,良,15:25,14,コーラルリーフ,牝4,55,横山武史,1.1/4,3-3,35.9,58.0,12,416(-16)
2019,201903010111,芝,右,1200m,晴,良,15:25,15,タイセイアベニール,牡4,57,津村明秀,,,,---,,476(+2)
2019,201903010112,芝,右,1800m,晴,良,16:01,1,フィールインラヴ,牡4,57,鮫島克駿,,7-7-8-6,35.6,11.9,6,440(-6)
2019,201903010112,芝,右,1800m,晴,良,16:01,2,ホウオウジャンプ,牡5,57,横山武史,アタマ,12-14-8-4,35.6,28.2,10,504(-8)
2019,201903010112,芝,右,1800m,晴,良,16:01,3,ペガーズ,牡5,57,川又賢治,1/2,5-5-3-1,36.3,21.2,9,504(+4)
2019,201903010112,芝,右,1800m,晴,良,16:01,4,マハヴィル,牡4,57,柴山雄一,1.1/4,9-9-8-10,35.9,14.6,7,430(-2)
2019,201903010112,芝,右,1800m,晴,良,16:01,5,ソイルトゥザソウル,牡4,57,木幡初也,ハナ,9-9-11-10,35.8,5.7,2,444(+2)
2019,201903010112,芝,右,1800m,晴,良,16:01,6,ラレゾン,牝5,55,小崎綾也,1,12-11-12-13,35.9,8.8,4,442(+2)
2019,201903010112,芝,右,1800m,晴,良,16:01,7,エテレインミノル,牡5,57,津村明秀,ハナ,4-3-3-2,36.7,2.7,1,498(0)
2019,201903010112,芝,右,1800m,晴,良,16:01,8,サトノコメット,牝4,55,丸田恭介,1.1/4,6-6-6-4,36.6,6.7,3,464(+14)
2019,201903010112,芝,右,1800m,晴,良,16:01,9,ステフィン,牡5,57,菱田裕二,2.1/2,11-11-12-6,36.4,204.8,15,464(-6)
2019,201903010112,芝,右,1800m,晴,良,16:01,10,モレッキ,セ5,57,丸山元気,2.1/2,7-7-6-6,37.4,10.6,5,476(-8)
2019,201903010112,芝,右,1800m,晴,良,16:01,11,マイネルベレーロ,牡5,57,柴田大知,3/4,2-2-1-2,38.1,112.0,14,502(+28)
2019,201903010112,芝,右,1800m,晴,良,16:01,12,フラッシュスタイル,牡4,57,柴田善臣,5,12-11-14-13,37.6,75.1,13,506(+4)
2019,201903010112,芝,右,1800m,晴,良,16:01,13,トーセンクリーガー,牡4,57,横山和生,1.1/4,1-1-2-6,39.1,16.8,8,496(+6)
2019,201903010112,芝,右,1800m,晴,良,16:01,14,ウインスラーヴァ,牡4,57,藤田菜七,1.1/4,2-3-5-12,38.9,53.5,11,478(+12)
2019,201903010112,芝,右,1800m,晴,良,16:01,15,ラディアンスウェイ,牡5,57,原田和真,,15-15-15-15,,221.0,16,420(-14)
2019,201903010112,芝,右,1800m,晴,良,16:01,16,ニシノベースマン,牡4,57,勝浦正樹,,,,70.3,12,448(-10)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,1,ЅеЅщЅѓЅЗЅЙ,ЬЦ3,54,ЅыЅсЁМЅы,,4-4,37.9,3.7,2,474(-2)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,2,ЅЮЅмЅЊЅъЅЈЅѓЅЙ,ЬЦ3,54,ТчЬюТѓЬя,ЅЏЅг,2-2,38.3,8.6,3,466(+8)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,3,ЅеЅЁЅрЅеЅЁЅПЅы,ЬЦ3,54,ХФЪеЭЕПЎ,1.1/2,1-1,38.6,1.7,1,486(+2)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,4,ЅЈЅъЅѓЅЂЅЏЅШЅьЅЙ,ЬЦ3,54,УАЦтЭДМЁ,3/4,3-3,38.6,53.0,7,480(0)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,5,ЅйЅъЅУЅЗЅтЅеЅЁЅыЅГ,ЬЦ3,54,ЦтХФЧюЙЌ,3,6-8,38.7,35.5,6,454(-2)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,6,ЅтЅъЅШЅэЁМЅЦЅэЁМЅМ,ЬЦ3,54,ШМЗМТР,ЅЏЅг,9-9,38.2,12.9,5,464(-4)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,7,ЅЙЅПЅѓЅЫЅѓЅАЅтЅЌ,ЬЦ3,54,РаРюЭЕЕЊ,1/2,8-6,38.6,69.0,9,430(+2)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,8,ЅЕЅбЅрЁМЅЋЅѓЅСЅуЅЄ,ЬЦ3,54,ПћИЖЮДАь,3,9-9,38.8,256.6,14,448(-2)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,9,ЅэЁМЅКЅЩЅЏЅьЅЂ,ЬЦ3,54,ЙОХФОШУЫ,1/2,13-13,38.1,80.7,10,492(-8)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,10,ЅЕЅЏЅщЅЏЅъЅЙЅПЅы,ЬЦ3,54,ВЃЛГХЕЙА,ЅЯЅЪ,11-11,38.4,68.8,8,456(+2)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,11,ЅЫЅЗЅЮЅЩЅЏЅПЁМЅиЅъ,ЬЦ3,54,ИЭКъЗНТР,ЅЏЅг,6-6,39.4,11.1,4,446(+2)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,12,ЅЕЅѓЅЂЅЏЅэЅѓ,ЬЦ3,54,ООВЌРЕГЄ,3,11-11,38.9,114.9,11,462(0)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,13,ЅЊЅыЅЈЅѓ,ЬЦ3,54,ДфЩєНуЦѓ,1/2,16-16,38.0,323.7,15,438(+2)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,14,ЅеЅЁЁМЅоЅРЅЄЅф,ЬЦ3,53,Щ№ЦЃВэ,1/2,15-15,38.3,168.6,12,426(0)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,15,ЅоЅжЅЗЅЙЅЎЅы,ЬЦ3,54,Щ№ЛЮТєЭЇ,1.1/4,13-14,39.0,369.7,16,426(-16)
2019,201906030501,Ѕ,Р,БІ1200m,ХЗИѕ : РВ,ЅРЁМЅШ : ЮЩ,ШЏСі : 10:10,16,ЅцЅсЅЋЅЙЅп,ЬЦ3,51,ПћИЖЬРЮЩ,2.1/2,4-4,40.8,241.5,13,420(-12)
2019,201906030502,ダ,右,1800m,晴,良,10:40,1,コングールテソーロ,牡3,56,三浦皇成,,2-2-2-1,38.5,1.7,1,476(+2)
2019,201906030502,ダ,右,1800m,晴,良,10:40,2,シンライ,牡3,56,田中勝春,1.1/4,1-1-1-2,38.8,8.7,5,470(0)
2019,201906030502,ダ,右,1800m,晴,良,10:40,3,ファンタスティック,牡3,56,内田博幸,2.1/2,4-4-4-4,39.0,8.4,3,466(-4)
2019,201906030502,ダ,右,1800m,晴,良,10:40,4,ホワイトストーム,牡3,56,菅原隆一,3,4-4-4-5,39.4,4.8,2,460(+2)
2019,201906030502,ダ,右,1800m,晴,良,10:40,5,ソルダートダズル,牡3,56,丹内祐次,クビ,2-3-2-2,39.7,162.9,12,480(-4)
2019,201906030502,ダ,右,1800m,晴,良,10:40,6,フィールオーケー,牡3,55,武藤雅,1.1/2,7-7-7-7,39.6,33.9,8,480(-6)
2019,201906030502,ダ,右,1800m,晴,良,10:40,7,タッカーブルー,牡3,56,石川裕紀,2.1/2,7-7-9-8,39.6,149.3,11,496(-8)
2019,201906030502,ダ,右,1800m,晴,良,10:40,8,ヴェンセールシチー,牡3,54,野中悠太,7,11-11-12-10,40.5,20.8,6,438(+2)
2019,201906030502,ダ,右,1800m,晴,良,10:40,9,キングアゲン,牡3,56,岩部純二,1,4-4-4-6,41.4,8.7,4,508(+4)
2019,201906030502,ダ,右,1800m,晴,良,10:40,10,ビュレットベリー,牡3,56,松岡正海,2.1/2,12-11-9-8,41.3,93.0,9,482(0)
2019,201906030502,ダ,右,1800m,晴,良,10:40,11,マビヨン,牡3,56,江田照男,1.1/4,10-9-9-12,41.4,101.1,10,462(-4)
2019,201906030502,ダ,右,1800m,晴,良,10:40,12,ラストリンクス,牡3,56,畑端省吾,1,9-9-8-10,42.0,33.0,7,518(+22)
2019,201906030503,ダ,右,1200m,晴,良,11:10,1,アールランペイジ,牡3,56,戸崎圭太,,1-1,38.2,1.3,1,496(+2)
2019,201906030503,ダ,右,1200m,晴,良,11:10,2,チェリーマドンナ,牝3,52,野中悠太,2.1/2,3-4,38.2,49.3,9,436(-2)
2019,201906030503,ダ,右,1200m,晴,良,11:10,3,シゲルホタルイシ,牡3,56,内田博幸,1/2,3-5,38.3,7.7,2,478(-4)
2019,201906030503,ダ,右,1200m,晴,良,11:10,4,スリーヴリーグ,牡3,55,武藤雅,3/4,7-6,38.1,14.3,4,510(-4)
2019,201906030503,ダ,右,1200m,晴,良,11:10,5,ハンターテソーロ,牡3,56,大野拓弥,3,10-10,38.4,19.4,5,472(0)
2019,201906030503,ダ,右,1200m,晴,良,11:10,6,オールドロマン,牝3,54,田辺裕信,ハナ,11-10,38.1,117.7,14,442(+4)
2019,201906030503,ダ,右,1200m,晴,良,11:10,7,シュンラン,牝3,54,吉田豊,アタマ,9-8,38.5,25.2,7,448(+4)
2019,201906030503,ダ,右,1200m,晴,良,11:10,8,パラダイスキャット,牝3,54,武士沢友,1.3/4,13-14,38.0,251.2,15,428(-8)
2019,201906030503,ダ,右,1200m,晴,良,11:10,9,アイムソーグレイト,牡3,56,松岡正海,クビ,2-2,39.4,14.0,3,468(0)
2019,201906030503,ダ,右,1200m,晴,良,11:10,10,フクノナルボンヌ,牝3,51,菅原明良,1.1/4,7-8,39.1,264.5,16,484(-4)
2019,201906030503,ダ,右,1200m,晴,良,11:10,11,タイガーキット,牡3,56,江田照男,1.1/2,3-2,39.7,23.0,6,486(+6)
2019,201906030503,ダ,右,1200m,晴,良,11:10,12,シゲルスタールビー,牝3,54,丹内祐次,クビ,12-12,38.7,45.4,8,524(-2)
2019,201906030503,ダ,右,1200m,晴,良,11:10,13,ダズリングビーチ,牝3,54,伴啓太,ハナ,13-12,38.5,87.0,10,460(-12)
2019,201906030503,ダ,右,1200m,晴,良,11:10,14,ゴールドヒューズ,セ3,56,的場勇人,5,6-6,40.3,112.3,13,490(-2)
2019,201906030503,ダ,右,1200m,晴,良,11:10,15,アーチンガイ,牡3,56,黛弘人,4,15-15,39.6,101.8,12,478(+6)
2019,201906030503,ダ,右,1200m,晴,良,11:10,16,チャコリーナ,牝3,54,田中勝春,,,,90.1,11,478(+6)
2019,201906030504,ダ,右,1800m,晴,良,11:40,1,エフルラージュ,牝3,54,ルメール,,1-1-1-1,38.3,1.7,1,482(+4)
2019,201906030504,ダ,右,1800m,晴,良,11:40,2,ブルーコーラル,牝3,54,三浦皇成,2,3-3-2-2,38.5,4.7,2,432(-4)
2019,201906030504,ダ,右,1800m,晴,良,11:40,3,ニシノアメイズ,牝3,54,松岡正海,5,4-4-4-5,39.0,8.3,3,496(+2)
2019,201906030504,ダ,右,1800m,晴,良,11:40,4,ジューンバラード,牝3,54,武士沢友,1/2,13-12-10-9,38.5,9.2,4,420(+4)
2019,201906030504,ダ,右,1800m,晴,良,11:40,5,ラブインブルーム,牝3,54,石川裕紀,4,4-4-4-3,39.9,10.6,5,414(-2)
2019,201906030504,ダ,右,1800m,晴,良,11:40,6,フロンサック,牝3,54,内田博幸,クビ,11-11-9-9,39.3,214.9,14,452(-2)
2019,201906030504,ダ,右,1800m,晴,良,11:40,7,ベターハーフ,牝3,54,戸崎圭太,クビ,4-4-6-6,39.7,19.4,6,472(+6)
2019,201906030504,ダ,右,1800m,晴,良,11:40,8,マリノジェノヴァ,牝3,54,田中勝春,3/4,10-10-13-11,39.0,94.3,9,442(0)
2019,201906030504,ダ,右,1800m,晴,良,11:40,9,ビレッジベルベ,牝3,54,江田照男,3/4,8-8-7-7,39.8,210.7,13,436(+4)
2019,201906030504,ダ,右,1800m,晴,良,11:40,10,プリマヴェージ,牝3,54,吉田豊,3,7-7-7-7,40.3,51.9,8,504(+4)
2019,201906030504,ダ,右,1800m,晴,良,11:40,11,アクトオネストリー,牝3,52,野中悠太,クビ,15-15-14-14,39.4,37.6,7,460(0)
2019,201906030504,ダ,右,1800m,晴,良,11:40,12,キタノハピネス,牝3,54,蛯名正義,2.1/2,13-13-12-11,40.3,200.6,12,422(-6)
2019,201906030504,ダ,右,1800m,晴,良,11:40,13,ジャストベリー,牝3,53,武藤雅,7,9-9-10-11,41.7,107.2,10,422(-4)
2019,201906030504,ダ,右,1800m,晴,良,11:40,14,マリノオークション,牝3,54,大野拓弥,クビ,2-2-2-3,42.7,112.1,11,484(+2)
2019,201906030504,ダ,右,1800m,晴,良,11:40,15,ペシュジェイド,牝3,51,菅原明良,大,12-13-15-15,42.4,384.7,15,442(-4)
2019,201906030505,芝,右,2000m,晴,良,12:30,1,ディヴァイン,牡3,56,田辺裕信,,8-7-7-5,36.0,5.0,3,496(-4)
2019,201906030505,芝,右,2000m,晴,良,12:30,2,モンブランテソーロ,牡3,56,三浦皇成,クビ,12-11-11-6,35.7,4.4,1,476(0)
2019,201906030505,芝,右,2000m,晴,良,12:30,3,ミケランジェロ,牡3,56,戸崎圭太,3/4,1-1-1-1,36.8,6.1,5,462(+14)
2019,201906030505,芝,右,2000m,晴,良,12:30,4,トランスポーター,牡3,55,武藤雅,1.1/4,4-3-2-2,36.7,4.9,2,472(0)
2019,201906030505,芝,右,2000m,晴,良,12:30,5,シゲルグリンダイヤ,牡3,56,蛯名正義,1/2,6-5-4-2,36.6,5.6,4,478(+4)
2019,201906030505,芝,右,2000m,晴,良,12:30,6,コンステレーション,牝3,54,丹内祐次,3/4,8-10-7-6,36.6,69.6,11,376(-6)
2019,201906030505,芝,右,2000m,晴,良,12:30,7,メイショウジザイ,牡3,56,内田博幸,1.1/2,17-17-10-6,36.6,102.2,14,496(-4)
2019,201906030505,芝,右,2000m,晴,良,12:30,8,ルッキングフライ,牡3,53,菅原明良,アタマ,4-5-6-6,36.9,313.1,18,440(-10)
2019,201906030505,芝,右,2000m,晴,良,12:30,9,ハードエイム,牡3,56,伴啓太,クビ,14-14-14-10,36.4,63.8,10,438(+2)
2019,201906030505,芝,右,2000m,晴,良,12:30,10,ナミブ,牡3,56,大野拓弥,3.1/2,6-7-7-10,37.5,8.3,6,448(0)
2019,201906030505,芝,右,2000m,晴,良,12:30,11,ゴーアブロード,牡3,56,武士沢友,クビ,15-15-16-15,36.6,219.3,16,494(-2)
2019,201906030505,芝,右,2000m,晴,良,12:30,12,プッシーウィロー,牝3,52,野中悠太,1.1/4,2-2-2-2,38.2,46.7,9,408(-2)
2019,201906030505,芝,右,2000m,晴,良,12:30,13,タイムレスワールド,牡3,56,江田照男,ハナ,12-12-14-15,37.1,25.1,7,472(0)
2019,201906030505,芝,右,2000m,晴,良,12:30,14,デルマエトワール,牝3,54,黛弘人,1,11-12-11-13,37.6,293.4,17,488(-2)
2019,201906030505,芝,右,2000m,晴,良,12:30,15,アンクレットハート,牝3,54,伊藤工真,3.1/2,15-16-17-17,37.3,89.1,13,442(0)
2019,201906030505,芝,右,2000m,晴,良,12:30,16,ヴェリートレビアン,牡3,56,四位洋文,3,3-3-4-13,39.2,144.2,15,466(+2)
2019,201906030506,ダ,右,1800m,晴,良,13:05,1,ローリエテソーロ,牡3,55,武藤雅,,11-11-9-6,39.0,7.1,3,514(-6)
2019,201906030506,ダ,右,1800m,晴,良,13:05,2,クロヒョウ,牡3,56,田辺裕信,クビ,13-13-13-10,38.2,52.7,9,474(0)
2019,201906030506,ダ,右,1800m,晴,良,13:05,3,エストレラブランコ,牡3,56,大野拓弥,1/2,4-4-8-6,39.2,13.9,5,428(0)
2019,201906030506,ダ,右,1800m,晴,良,13:05,4,トラストシンゲン,牡3,53,菅原明良,1/2,7-7-3-2,39.6,7.4,4,506(-2)
