year,race_id,ground,rotation,length,weather,ground_condition,start_time,rank,name,sex_age,e_weight,jockey,gap,p_rank,acsent,odds,pop,h_weight
2014,201406040807,芝,右,2500m,晴,良,13:25,16,レンブラント,牡3,53,大野拓弥,アタマ,4-4-6-8,37.3,63.6,14,486(0)
2014,201406040808,ダ,右,1800m,晴,良,14:00,1,アサクサポイント,セ6,57,Ｃ．デム,,12-11-9-9,37.4,11.1,7,476(-2)
2014,201406040808,ダ,右,1800m,晴,良,14:00,2,アドマイヤランディ,牡3,56,岩田康誠,1/2,14-14-14-14,37.0,3.5,1,510(-2)
2014,201406040808,ダ,右,1800m,晴,良,14:00,3,コスモシャンハイ,牡5,57,柴田大知,2,5-5-5-5,38.0,132.1,15,504(+4)
2014,201406040808,ダ,右,1800m,晴,良,14:00,4,セブンフォース,牡4,57,浜中俊,ハナ,9-9-9-9,37.8,5.3,3,554(+4)
2014,201406040808,ダ,右,1800m,晴,良,14:00,5,ヴァンガード,セ5,57,ビュイッ,クビ,9-9-5-5,38.0,8.9,5,504(0)
2014,201406040808,ダ,右,1800m,晴,良,14:00,6,グレイレジェンド,牡6,57,内田博幸,3/4,16-16-15-14,37.3,29.3,9,478(+4)
2014,201406040808,ダ,右,1800m,晴,良,14:00,7,ヒラボクプリンス,牡4,57,横山典弘,クビ,1-1-2-2,38.5,7.5,4,494(+6)
2014,201406040808,ダ,右,1800m,晴,良,14:00,8,オメガスカイツリー,牡6,57,柴山雄一,1.3/4,7-5-2-3,38.7,96.3,11,504(+2)
2014,201406040808,ダ,右,1800m,晴,良,14:00,9,ジャッカスバーク,牡3,56,戸崎圭太,ハナ,11-11-12-11,38.1,9.3,6,538(+14)
2014,201406040808,ダ,右,1800m,晴,良,14:00,10,サンバビーン,牝4,55,城戸義政,クビ,7-7-9-11,38.4,122.0,12,496(+2)
2014,201406040808,ダ,右,1800m,晴,良,14:00,11,ショウナンアポロン,牡4,57,松岡正海,1.1/4,3-2-1-1,39.0,125.6,13,510(0)
2014,201406040808,ダ,右,1800m,晴,良,14:00,12,スズカヴィグラス,牡5,57,吉田隼人,クビ,3-3-2-3,39.0,24.3,8,508(+8)
2014,201406040808,ダ,右,1800m,晴,良,14:00,13,ストロングサウザー,牡3,56,北村宏司,クビ,5-7-5-5,38.8,4.8,2,480(+14)
2014,201406040808,ダ,右,1800m,晴,良,14:00,14,セイカフォルテ,牡6,57,石川裕紀,アタマ,12-11-12-11,38.4,129.7,14,454(+4)
2014,201406040808,ダ,右,1800m,晴,良,14:00,15,ニシノオウガイ,牡6,57,武士沢友,1.1/4,14-15-16-16,38.0,256.8,16,498(+6)
2014,201406040808,ダ,右,1800m,晴,良,14:00,16,セイカフォルトゥナ,牝5,55,菱田裕二,4,2-3-5-5,39.8,61.6,10,498(+8)
2014,201406040809,芝,右,2000m,晴,良,14:35,1,シャイニングレイ,牡2,55,川田将雅,,3-3-3-3,35.6,4.5,2,510(-2)
2014,201406040809,芝,右,2000m,晴,良,14:35,2,コメート,牡2,55,嘉藤貴行,1.1/4,3-3-3-3,35.8,30.5,8,490(+12)
2014,201406040809,芝,右,2000m,晴,良,14:35,3,ブラックバゴ,牡2,55,戸崎圭太,ハナ,11-11-11-11,34.9,30.8,9,502(-2)
2014,201406040809,芝,右,2000m,晴,良,14:35,4,ソールインパクト,牡2,55,福永祐一,クビ,8-8-8-9,35.3,9.1,5,486(+10)
2014,201406040809,芝,右,2000m,晴,良,14:35,5,エニグマバリエート,牡2,55,岩田康誠,1.1/4,5-5-6-5,35.6,36.9,11,482(+2)
2014,201406040809,芝,右,2000m,晴,良,14:35,6,マサハヤドリーム,牡2,55,田辺裕信,クビ,17-16-14-14,34.8,46.6,12,452(+4)
2014,201406040809,芝,右,2000m,晴,良,14:35,7,タンタアレグリア,牡2,55,三浦皇成,クビ,14-13-11-11,35.2,8.0,4,478(+6)
2014,201406040809,芝,右,2000m,晴,良,14:35,8,レトロロック,牡2,55,Ｃ．デム,アタマ,5-5-5-5,35.9,10.2,6,464(-2)
2014,201406040809,芝,右,2000m,晴,良,14:35,9,ダノンメジャー,牡2,55,小牧太,ハナ,11-11-11-11,35.2,3.2,1,480(+2)
2014,201406040809,芝,右,2000m,晴,良,14:35,10,ディアコンチェルト,牡2,55,後藤浩輝,1/2,15-15-16-14,34.8,172.7,16,442(+8)
2014,201406040809,芝,右,2000m,晴,良,14:35,11,ティルナノーグ,牡2,55,武豊,同着,15-17-16-17,34.9,5.4,3,472(+6)
2014,201406040809,芝,右,2000m,晴,良,14:35,12,マイネルシュバリエ,牡2,55,柴田大知,1/2,2-2-1-1,36.6,29.7,7,478(0)
2014,201406040809,芝,右,2000m,晴,良,14:35,13,フォワードカフェ,牡2,55,蛯名正義,アタマ,1-1-2-2,36.5,36.4,10,524(+16)
2014,201406040809,芝,右,2000m,晴,良,14:35,14,タイセイアプローズ,牡2,55,浜中俊,5,8-8-8-7,36.6,107.6,13,462(-2)
2014,201406040809,芝,右,2000m,晴,良,14:35,15,ジャジャウマナラシ,牡2,55,左海誠二,1.1/4,13-13-14-14,36.1,153.0,15,476(+1)
2014,201406040809,芝,右,2000m,晴,良,14:35,16,ナンヨーテンプル,牡2,55,柴田善臣,1.1/2,5-5-6-7,37.2,120.9,14,482(+6)
2014,201406040810,芝,右,2500m,晴,良,15:25,1,ジェンティルドンナ,牝5,55,戸崎圭太,,3-3-3-2,34.1,8.7,4,470(-2)
2014,201406040810,芝,右,2500m,晴,良,15:25,2,トゥザワールド,牡3,55,ビュイッ,3/4,7-7-6-7,33.8,31.2,9,524(+4)
2014,201406040810,芝,右,2500m,晴,良,15:25,3,ゴールドシップ,牡5,57,岩田康誠,ハナ,11-10-6-5,33.9,3.5,1,510(0)
2014,201406040810,芝,右,2500m,晴,良,15:25,4,ジャスタウェイ,牡5,57,福永祐一,クビ,13-13-13-12,33.4,4.6,3,504(+6)
2014,201406040810,芝,右,2500m,晴,良,15:25,5,エピファネイア,牡4,57,川田将雅,ハナ,2-2-2-1,34.6,4.0,2,494(+2)
2014,201406040810,芝,右,2500m,晴,良,15:25,6,ラキシス,牝4,55,Ｃ．デム,アタマ,5-5-5-2,34.1,36.3,11,458(0)
2014,201406040810,芝,右,2500m,晴,良,15:25,7,ラストインパクト,牡4,57,菱田裕二,クビ,8-9-10-10,33.7,17.6,7,484(-2)
2014,201406040810,芝,右,2500m,晴,良,15:25,8,トーセンラー,牡6,57,武豊,1,3-3-3-5,34.4,22.8,8,462(-4)
2014,201406040810,芝,右,2500m,晴,良,15:25,9,デニムアンドルビー,牝4,55,浜中俊,クビ,11-11-10-12,33.9,118.6,16,448(+6)
2014,201406040810,芝,右,2500m,晴,良,15:25,10,フェノーメノ,牡5,57,田辺裕信,アタマ,8-7-6-7,34.2,15.3,6,502(+8)
2014,201406040810,芝,右,2500m,晴,良,15:25,11,サトノノブレス,牡4,57,池添謙一,1.1/2,13-13-14-15,33.6,81.0,13,512(+4)
2014,201406040810,芝,右,2500m,晴,良,15:25,12,ウインバリアシオン,牡6,57,藤岡康太,ハナ,10-11-10-7,34.1,34.9,10,530(-4)
2014,201406040810,芝,右,2500m,晴,良,15:25,13,ワンアンドオンリー,牡3,55,横山典弘,1/2,5-5-6-10,34.4,11.8,5,492(+4)
2014,201406040810,芝,右,2500m,晴,良,15:25,14,ヴィルシーナ,牝5,55,内田博幸,クビ,1-1-1-2,35.4,77.7,12,458(+4)
2014,201406040810,芝,右,2500m,晴,良,15:25,15,メイショウマンボ,牝4,55,武幸四郎,2,16-16-16-16,33.9,86.3,14,486(-4)
2014,201406040810,芝,右,2500m,晴,良,15:25,16,オーシャンブルー,牡6,57,蛯名正義,ハナ,15-15-14-14,34.2,87.1,15,432(-4)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,1,キタサンラブコール,牡3,56,横山典弘,,7-6,34.1,4.1,2,468(+2)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,2,シンデレラボーイ,牡4,57,福永祐一,1/2,4-3,34.5,2.9,1,484(-12)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,3,カカリア,牝3,54,川田将雅,1.1/2,4-6,34.6,15.6,6,476(-2)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,4,フルールシチー,牝3,54,戸崎圭太,クビ,13-12,33.3,4.6,3,506(0)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,5,モンマックス,牡4,57,後藤浩輝,クビ,7-6,34.5,7.8,4,534(+14)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,6,ヤサカオディール,牝5,55,的場勇人,クビ,3-3,35.0,26.7,8,446(+6)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,7,ウインネオルーラー,牡3,56,松岡正海,1/2,2-2,35.3,37.0,9,494(0)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,8,フリーアズアバード,セ6,57,吉田隼人,ハナ,4-3,34.9,69.7,10,470(0)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,9,エクセレントピーク,牝6,55,田中勝春,クビ,9-9,34.6,101.1,11,480(+4)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,10,クリノタカラチャン,牝4,55,柴田大知,1.1/2,1-1,35.8,20.9,7,422(-2)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,11,ルミニズム,牡3,56,北村宏司,1.1/4,10-10,34.8,9.0,5,508(+12)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,12,ペガサスジュニア,牡3,56,吉田豊,クビ,11-10,34.4,113.1,12,518(+10)
2014,201406040811,芝,右, 外1200m,晴,良,16:10,13,ファンアットコート,牝4,55,小野寺祐,3/4,11-12,34.7,214.7,13,476(+2)
2014,201409050801,ダ,右,1800m,晴,良,09:50,1,ジュンスパーヒカル,牡2,55,四位洋文,,3-3-3-3,37.5,3.4,2,466(+4)
2014,201409050801,ダ,右,1800m,晴,良,09:50,2,テイエムテツジン,牡2,52,義英真,3/4,2-2-2-1,37.9,2.4,1,428(-6)
2014,201409050801,ダ,右,1800m,晴,良,09:50,3,メイショウブユウ,牡2,55,松山弘平,6,7-9-5-4,38.4,10.7,4,476(+2)
2014,201409050801,ダ,右,1800m,晴,良,09:50,4,ヒロノカマオレ,牡2,55,北村友一,1/2,5-6-5-4,38.6,10.1,3,486(-4)
2014,201409050801,ダ,右,1800m,晴,良,09:50,5,モズレッドファーム,牡2,53,岩崎翼,2,10-12-11-9,38.3,56.1,11,466(+8)
2014,201409050801,ダ,右,1800m,晴,良,09:50,6,メイショウテンロウ,牡2,55,太宰啓介,クビ,10-9-8-4,38.6,24.8,7,470(+8)
2014,201409050801,ダ,右,1800m,晴,良,09:50,7,ヴェリタスキング,牡2,55,川須栄彦,1.1/2,1-1-1-2,39.6,25.1,8,492(+6)
